time;mean_behaviour_rate;classes
3.64;0.3016666666666667;1
3.68;0.3166666666666667;1
3.72;0.315;1
3.76;0.3116666666666667;1
3.8;0.315;1
3.84;0.3133333333333334;1
3.88;0.31;1
3.92;0.3066666666666667;1
3.96;0.3016666666666667;1
4.0;0.3083333333333333;1
4.04;0.3133333333333333;1
4.08;0.31;1
4.12;0.3066666666666667;1
4.16;0.3066666666666667;1
4.2;0.305;1
4.24;0.3016666666666667;1
4.28;0.3;1
4.32;0.295;1
4.36;0.2933333333333333;1
4.4;0.2916666666666667;1
4.44;0.2916666666666667;1
4.48;0.29;1
4.52;0.2916666666666667;1
4.56;0.295;1
4.6;0.295;1
4.64;0.2966666666666666;1
4.68;0.2966666666666667;1
4.72;0.3;1
4.76;0.2966666666666667;1
4.8;0.2933333333333334;1
4.84;0.295;1
4.88;0.295;1
4.92;0.2916666666666667;1
4.96;0.2883333333333333;1
5.0;0.2866666666666667;1
5.04;0.2816666666666667;1
5.08;0.2833333333333333;1
5.12;0.2833333333333333;1
5.16;0.2833333333333333;1
5.2;0.2816666666666667;1
5.24;0.2799999999999999;1
5.28;0.2799999999999999;1
5.32;0.2766666666666666;1
5.36;0.2766666666666666;1
5.4;0.2766666666666666;1
5.44;0.2783333333333333;1
5.48;0.2799999999999999;1
5.52;0.2799999999999999;1
5.56;0.2799999999999999;1
5.6;0.2766666666666666;1
5.64;0.2766666666666666;1
5.68;0.2766666666666666;1
5.72;0.2749999999999999;1
5.76;0.2749999999999999;1
5.8;0.2766666666666666;1
5.84;0.2766666666666666;1
5.88;0.2766666666666666;1
5.92;0.2783333333333333;1
5.96;0.2799999999999999;1
6.0;0.2799999999999999;1
6.04;0.2833333333333333;1
6.08;0.2866666666666667;1
6.12;0.2866666666666667;1
6.16;0.2883333333333333;1
6.2;0.29;1
6.24;0.29;1
6.28;0.2883333333333333;1
6.32;0.2883333333333333;1
6.36;0.2866666666666667;1
6.4;0.285;1
6.44;0.2733333333333333;1
6.48;0.27;1
6.52;0.2683333333333333;1
6.56;0.2666666666666666;1
6.6;0.2633333333333333;1
6.64;0.2633333333333333;1
6.68;0.2633333333333333;1
6.72;0.2633333333333333;1
6.76;0.2616666666666666;1
6.8;0.2616666666666666;1
6.84;0.26;1
6.88;0.2583333333333333;1
6.92;0.2566666666666666;1
6.96;0.2566666666666666;1
7.0;0.255;1
7.04;0.2533333333333333;1
7.08;0.2516666666666666;1
7.12;0.25;1
7.16;0.25;1
7.2;0.25;1
7.24;0.2516666666666666;1
7.28;0.2516666666666666;1
7.32;0.2516666666666666;1
7.36;0.2516666666666666;1
7.4;0.2533333333333333;1
7.44;0.2566666666666666;1
7.48;0.2616666666666666;1
7.52;0.265;1
7.56;0.2683333333333333;1
7.6;0.2716666666666666;1
7.64;0.2749999999999999;1
7.68;0.2783333333333333;1
7.72;0.2783333333333333;1
7.76;0.2799999999999999;1
7.8;0.2799999999999999;1
7.84;0.2799999999999999;1
7.88;0.2799999999999999;1
7.92;0.2816666666666667;1
7.96;0.2816666666666667;1
8.0;0.2816666666666667;1
8.04;0.2816666666666667;1
8.08;0.2816666666666667;1
8.12;0.2799999999999999;1
8.16;0.2783333333333333;1
8.2;0.2783333333333333;1
8.24;0.2766666666666666;1
8.28;0.2716666666666666;1
8.32;0.2683333333333333;1
8.36;0.265;1
8.4;0.2616666666666666;1
8.44;0.2616666666666666;1
8.48;0.26;1
8.52;0.2566666666666666;1
8.56;0.2566666666666666;1
8.6;0.2566666666666666;1
8.64;0.2566666666666666;1
8.68;0.255;1
8.72;0.2533333333333333;1
8.76;0.2516666666666666;1
8.8;0.2533333333333333;1
8.84;0.25;1
8.88;0.25;1
8.92;0.245;1
8.96;0.24;1
9.0;0.2383333333333333;1
9.04;0.235;1
9.08;0.2283333333333333;1
9.12;0.22;1
9.16;0.2183333333333333;1
9.2;0.2133333333333333;1
9.24;0.2116666666666667;1
9.28;0.2116666666666667;1
9.32;0.2083333333333333;1
9.36;0.2066666666666667;1
9.4;0.2016666666666667;1
9.44;0.2016666666666667;1
9.48;0.2;1
9.52;0.2016666666666667;1
9.56;0.1983333333333333;1
9.6;0.1933333333333333;1
9.64;0.1916666666666666;1
9.68;0.1883333333333333;1
9.72;0.1833333333333333;1
9.76;0.1766666666666666;1
9.8;0.17;1
9.84;0.1666666666666667;1
9.88;0.1616666666666666;1
9.92;0.1566666666666666;1
9.96;0.1483333333333333;0
10.0;0.14;0
10.04;0.135;0
10.08;0.1333333333333333;0
10.12;0.1316666666666666;0
10.16;0.125;0
10.2;0.125;0
10.24;0.125;0
10.28;0.1233333333333333;0
10.32;0.1233333333333333;0
10.36;0.1216666666666666;0
10.4;0.1216666666666666;0
10.44;0.1216666666666666;0
10.48;0.12;0
10.52;0.12;0
10.56;0.1183333333333333;0
10.6;0.1183333333333333;0
10.64;0.1183333333333333;0
10.68;0.1183333333333333;0
10.72;0.1166666666666666;0
10.76;0.1166666666666666;0
10.8;0.1166666666666666;0
10.84;0.1149999999999999;0
10.88;0.1149999999999999;0
10.92;0.1149999999999999;0
10.96;0.1133333333333333;0
11.0;0.1133333333333333;0
11.04;0.1099999999999999;0
11.08;0.1099999999999999;0
11.12;0.1099999999999999;0
11.16;0.1099999999999999;0
11.2;0.1099999999999999;0
11.24;0.1099999999999999;0
11.28;0.1099999999999999;0
11.32;0.1133333333333333;0
11.36;0.1199999999999999;0
11.4;0.1249999999999999;0
11.44;0.1249999999999999;0
11.48;0.1266666666666666;0
11.52;0.1266666666666666;0
11.56;0.1283333333333333;0
11.6;0.1316666666666666;0
11.64;0.1383333333333333;0
11.68;0.145;0
11.72;0.1483333333333333;0
11.76;0.1483333333333333;0
11.8;0.1533333333333333;1
11.84;0.1599999999999999;1
11.88;0.1683333333333333;1
11.92;0.1716666666666666;1
11.96;0.18;1
12.0;0.19;1
12.04;0.1999999999999999;1
12.08;0.215;1
12.12;0.225;1
12.16;0.2333333333333333;1
12.2;0.2383333333333333;1
12.24;0.245;1
12.28;0.2466666666666667;1
12.32;0.2483333333333333;1
12.36;0.25;1
12.4;0.255;1
12.44;0.2583333333333333;1
12.48;0.2766666666666666;1
12.52;0.295;1
12.56;0.2966666666666667;1
12.6;0.2983333333333333;1
12.64;0.2966666666666667;1
12.68;0.3066666666666667;1
12.72;0.315;1
12.76;0.32;1
12.8;0.33;1
12.84;0.3333333333333333;1
12.88;0.3433333333333333;1
12.92;0.3533333333333333;1
12.96;0.36;1
13.0;0.3666666666666667;1
13.04;0.375;1
13.08;0.3783333333333333;1
13.12;0.385;1
13.16;0.3933333333333333;1
13.2;0.3966666666666667;1
13.24;0.3983333333333334;1
13.28;0.4033333333333334;1
13.32;0.405;1
13.36;0.4066666666666667;1
13.4;0.4083333333333334;1
13.44;0.405;1
13.48;0.4033333333333333;1
13.52;0.4016666666666666;1
13.56;0.3983333333333334;1
13.6;0.3983333333333334;1
13.64;0.3966666666666666;1
13.68;0.3966666666666666;1
13.72;0.395;1
13.76;0.3933333333333333;1
13.8;0.3916666666666666;1
13.84;0.39;1
13.88;0.3883333333333333;1
13.92;0.3866666666666667;1
13.96;0.385;1
14.0;0.3833333333333333;1
14.04;0.3816666666666666;1
14.08;0.38;1
14.12;0.375;1
14.16;0.3716666666666666;1
14.2;0.3683333333333333;1
14.24;0.365;1
14.28;0.3616666666666666;1
14.32;0.3583333333333333;1
14.36;0.3516666666666666;1
14.4;0.3416666666666667;1
14.44;0.3366666666666666;1
14.48;0.3283333333333333;1
14.52;0.3233333333333333;1
14.56;0.315;1
14.6;0.31;1
14.64;0.3066666666666666;1
14.68;0.3033333333333333;1
14.72;0.3016666666666666;1
14.76;0.295;1
14.8;0.2883333333333333;1
14.84;0.2816666666666667;1
14.88;0.275;1
14.92;0.27;1
14.96;0.2633333333333333;1
15.0;0.2616666666666666;1
15.04;0.2583333333333333;1
15.08;0.255;1
15.12;0.2516666666666666;1
15.16;0.2483333333333333;1
15.2;0.2466666666666666;1
15.24;0.2466666666666666;1
15.28;0.2466666666666666;1
15.32;0.2466666666666666;1
15.36;0.2466666666666666;1
15.4;0.245;1
15.44;0.245;1
15.48;0.245;1
15.52;0.245;1
15.56;0.2416666666666666;1
15.6;0.2383333333333333;1
15.64;0.235;1
15.68;0.235;1
15.72;0.235;1
15.76;0.2333333333333333;1
15.8;0.23;1
15.84;0.23;1
15.88;0.23;1
15.92;0.2316666666666666;1
15.96;0.235;1
16.0;0.2366666666666666;1
16.04;0.24;1
16.08;0.2433333333333333;1
16.12;0.245;1
16.16;0.2483333333333333;1
16.2;0.25;1
16.24;0.25;1
16.28;0.2483333333333333;1
16.32;0.2466666666666666;1
16.36;0.245;1
16.4;0.2416666666666667;1
16.44;0.2366666666666666;1
16.48;0.2333333333333333;1
16.52;0.2266666666666666;1
16.56;0.2233333333333333;1
16.6;0.2166666666666666;1
16.64;0.2133333333333333;1
16.68;0.2133333333333333;1
16.72;0.2116666666666666;1
16.76;0.2066666666666666;1
16.8;0.2033333333333333;1
16.84;0.2016666666666666;1
16.88;0.2016666666666666;1
16.92;0.1999999999999999;1
16.96;0.1999999999999999;1
17.0;0.1999999999999999;1
17.04;0.1999999999999999;1
17.08;0.1999999999999999;1
17.12;0.1983333333333333;1
17.16;0.1966666666666666;1
17.2;0.1899999999999999;1
17.24;0.1833333333333333;1
17.28;0.18;1
17.32;0.175;1
17.36;0.17;1
17.4;0.17;1
17.44;0.1683333333333333;1
17.48;0.1683333333333333;1
17.52;0.1666666666666666;1
17.56;0.165;1
17.6;0.165;1
17.64;0.165;1
17.68;0.1633333333333333;1
17.72;0.1633333333333333;1
17.76;0.1633333333333333;1
17.8;0.1616666666666666;1
17.84;0.1616666666666666;1
17.88;0.1633333333333333;1
17.92;0.1633333333333333;1
17.96;0.1633333333333333;1
18.0;0.1633333333333333;1
18.04;0.165;1
18.08;0.1666666666666666;1
18.12;0.1666666666666666;1
18.16;0.1666666666666666;1
18.2;0.1666666666666666;1
18.24;0.1666666666666666;1
18.28;0.1666666666666666;1
18.32;0.1666666666666666;1
18.36;0.1683333333333333;1
18.4;0.1683333333333333;1
18.44;0.1683333333333333;1
18.48;0.1683333333333333;1
18.52;0.17;1
18.56;0.1716666666666666;1
18.6;0.1716666666666666;1
18.64;0.1733333333333333;1
18.68;0.1733333333333333;1
18.72;0.1733333333333333;1
18.76;0.1716666666666666;1
18.8;0.1716666666666666;1
18.84;0.1716666666666666;1
18.88;0.1716666666666666;1
18.92;0.1699999999999999;1
18.96;0.1699999999999999;1
19.0;0.1699999999999999;1
19.04;0.1699999999999999;1
19.08;0.1683333333333333;1
19.12;0.1666666666666666;1
19.16;0.1633333333333333;1
19.2;0.1616666666666666;1
19.24;0.16;1
19.28;0.1583333333333333;1
19.32;0.1566666666666666;1
19.36;0.155;1
19.4;0.1533333333333333;1
19.44;0.1533333333333333;1
19.48;0.1516666666666666;1
19.52;0.1483333333333333;0
19.56;0.1466666666666666;0
19.6;0.1483333333333333;0
19.64;0.1483333333333333;0
19.68;0.1466666666666666;0
19.72;0.1466666666666666;0
19.76;0.145;0
19.8;0.1433333333333333;0
19.84;0.1416666666666667;0
19.88;0.1416666666666667;0
19.92;0.1383333333333333;0
19.96;0.135;0
20.0;0.135;0
20.04;0.1333333333333333;0
20.08;0.1316666666666666;0
20.12;0.13;0
20.16;0.13;0
20.2;0.1283333333333333;0
20.24;0.1283333333333333;0
20.28;0.13;0
20.32;0.13;0
20.36;0.13;0
20.4;0.1316666666666666;0
20.44;0.135;0
20.48;0.1366666666666667;0
20.52;0.1383333333333333;0
20.56;0.14;0
20.6;0.1416666666666667;0
20.64;0.1433333333333333;0
20.68;0.145;0
20.72;0.1483333333333333;0
20.76;0.15;0
20.8;0.1566666666666666;1
20.84;0.1633333333333333;1
20.88;0.1766666666666666;1
20.92;0.185;1
20.96;0.1933333333333333;1
21.0;0.2016666666666666;1
21.04;0.21;1
21.08;0.2133333333333333;1
21.12;0.2166666666666666;1
21.16;0.2233333333333333;1
21.2;0.2266666666666666;1
21.24;0.2333333333333333;1
21.28;0.2366666666666666;1
21.32;0.24;1
21.36;0.2433333333333333;1
21.4;0.2483333333333333;1
21.44;0.2533333333333333;1
21.48;0.26;1
21.52;0.2633333333333333;1
21.56;0.2633333333333333;1
21.6;0.2649999999999999;1
21.64;0.2683333333333333;1
21.68;0.2683333333333333;1
21.72;0.27;1
21.76;0.27;1
21.8;0.2716666666666666;1
21.84;0.27;1
21.88;0.2716666666666666;1
21.92;0.2716666666666666;1
21.96;0.2733333333333334;1
22.0;0.2733333333333334;1
22.04;0.2733333333333334;1
22.08;0.2749999999999999;1
22.12;0.2733333333333334;1
22.16;0.2716666666666666;1
22.2;0.27;1
22.24;0.27;1
22.28;0.2683333333333333;1
22.32;0.2666666666666666;1
22.36;0.2649999999999999;1
22.4;0.2649999999999999;1
22.44;0.2649999999999999;1
22.48;0.2633333333333333;1
22.52;0.2583333333333333;1
22.56;0.2516666666666666;1
22.6;0.2483333333333333;1
22.64;0.2483333333333333;1
22.68;0.2483333333333333;1
22.72;0.2466666666666666;1
22.76;0.245;1
22.8;0.2433333333333333;1
22.84;0.24;1
22.88;0.24;1
22.92;0.24;1
22.96;0.2366666666666666;1
23.0;0.235;1
23.04;0.235;1
23.08;0.235;1
23.12;0.2316666666666667;1
23.16;0.2316666666666667;1
23.2;0.2316666666666667;1
23.24;0.2316666666666667;1
23.28;0.2316666666666667;1
23.32;0.2316666666666667;1
23.36;0.23;1
23.4;0.2283333333333333;1
23.44;0.2283333333333333;1
23.48;0.2283333333333333;1
23.52;0.2299999999999999;1
23.56;0.2299999999999999;1
23.6;0.2316666666666667;1
23.64;0.2316666666666667;1
23.68;0.2333333333333333;1
23.72;0.235;1
23.76;0.2333333333333333;1
23.8;0.2316666666666667;1
23.84;0.2333333333333333;1
23.88;0.2333333333333333;1
23.92;0.2333333333333333;1
23.96;0.2333333333333333;1
24.0;0.2316666666666667;1
24.04;0.2316666666666667;1
24.08;0.2283333333333333;1
24.12;0.2266666666666666;1
24.16;0.225;1
24.2;0.2216666666666667;1
24.24;0.2216666666666667;1
24.28;0.22;1
24.32;0.22;1
24.36;0.2166666666666666;1
24.4;0.2166666666666666;1
24.44;0.2166666666666666;1
24.48;0.215;1
24.52;0.215;1
24.56;0.2116666666666667;1
24.6;0.2116666666666667;1
24.64;0.21;1
24.68;0.205;1
24.72;0.2033333333333333;1
24.76;0.2016666666666667;1
24.8;0.1966666666666666;1
24.84;0.1916666666666666;1
24.88;0.1916666666666666;1
24.92;0.1883333333333333;1
24.96;0.1833333333333333;1
25.0;0.1816666666666666;1
25.04;0.18;1
25.08;0.1766666666666666;1
25.12;0.175;1
25.16;0.1716666666666666;1
25.2;0.17;1
25.24;0.17;1
25.28;0.17;1
25.32;0.17;1
25.36;0.1666666666666666;1
25.4;0.1633333333333333;1
25.44;0.1633333333333333;1
25.48;0.1616666666666666;1
25.52;0.1633333333333333;1
25.56;0.1616666666666666;1
25.6;0.16;1
25.64;0.1566666666666666;1
25.68;0.1516666666666666;1
25.72;0.1466666666666666;0
25.76;0.145;0
25.8;0.1466666666666666;0
25.84;0.1466666666666666;0
25.88;0.1466666666666666;0
25.92;0.145;0
25.96;0.1416666666666666;0
26.0;0.145;0
26.04;0.15;0
26.08;0.155;1
26.12;0.1583333333333333;1
26.16;0.1583333333333333;1
26.2;0.1616666666666666;1
26.24;0.1683333333333333;1
26.28;0.1733333333333333;1
26.32;0.1833333333333333;1
26.36;0.1983333333333333;1
26.4;0.2166666666666667;1
26.44;0.2216666666666666;1
26.48;0.225;1
26.52;0.2316666666666667;1
26.56;0.2333333333333334;1
26.6;0.2383333333333333;1
26.64;0.2383333333333333;1
26.68;0.2383333333333333;1
26.72;0.24;1
26.76;0.2416666666666667;1
26.8;0.2416666666666667;1
26.84;0.24;1
26.88;0.2416666666666667;1
26.92;0.245;1
26.96;0.2466666666666666;1
27.0;0.25;1
27.04;0.2549999999999999;1
27.08;0.2549999999999999;1
27.12;0.2533333333333333;1
27.16;0.2533333333333333;1
27.2;0.2516666666666666;1
27.24;0.2516666666666666;1
27.28;0.2516666666666666;1
27.32;0.2516666666666666;1
27.36;0.2516666666666666;1
27.4;0.2533333333333333;1
27.44;0.2549999999999999;1
27.48;0.2549999999999999;1
27.52;0.2516666666666666;1
27.56;0.2516666666666666;1
27.6;0.2516666666666666;1
27.64;0.2516666666666666;1
27.68;0.2516666666666666;1
27.72;0.2516666666666666;1
27.76;0.2516666666666666;1
27.8;0.2516666666666666;1
27.84;0.2516666666666666;1
27.88;0.2516666666666666;1
27.92;0.2516666666666666;1
27.96;0.2516666666666666;1
28.0;0.2483333333333333;1
28.04;0.2466666666666666;1
28.08;0.2433333333333333;1
28.12;0.2416666666666666;1
28.16;0.2416666666666666;1
28.2;0.24;1
28.24;0.24;1
28.28;0.24;1
28.32;0.24;1
28.36;0.2383333333333333;1
28.4;0.2383333333333333;1
28.44;0.2383333333333333;1
28.48;0.2366666666666666;1
28.52;0.235;1
28.56;0.2283333333333332;1
28.6;0.2183333333333332;1
28.64;0.2066666666666666;1
28.68;0.1983333333333333;1
28.72;0.1933333333333333;1
28.76;0.1883333333333333;1
28.8;0.1833333333333333;1
28.84;0.18;1
28.88;0.1783333333333333;1
28.92;0.175;1
28.96;0.175;1
29.0;0.17;1
29.04;0.17;1
29.08;0.1666666666666666;1
29.12;0.1616666666666666;1
29.16;0.16;1
29.2;0.1566666666666666;1
29.24;0.1566666666666666;1
29.28;0.155;1
29.32;0.1533333333333333;1
29.36;0.1533333333333333;1
29.4;0.1516666666666666;1
29.44;0.15;0
29.48;0.15;0
29.52;0.15;0
29.56;0.15;0
29.6;0.15;0
29.64;0.1516666666666666;1
29.68;0.165;1
29.72;0.185;1
29.76;0.1916666666666666;1
29.8;0.1966666666666666;1
29.84;0.1966666666666666;1
29.88;0.2;1
29.92;0.205;1
29.96;0.2116666666666667;1
30.0;0.2166666666666667;1
30.04;0.2183333333333333;1
30.08;0.22;1
30.12;0.22;1
30.16;0.22;1
30.2;0.2183333333333333;1
30.24;0.2183333333333333;1
30.28;0.2166666666666667;1
30.32;0.2166666666666667;1
30.36;0.215;1
30.4;0.215;1
30.44;0.215;1
30.48;0.215;1
30.52;0.215;1
30.56;0.215;1
30.6;0.215;1
30.64;0.215;1
30.68;0.215;1
30.72;0.215;1
30.76;0.2166666666666667;1
30.8;0.2166666666666667;1
30.84;0.2183333333333333;1
30.88;0.22;1
30.92;0.22;1
30.96;0.2216666666666667;1
31.0;0.2266666666666666;1
31.04;0.23;1
31.08;0.235;1
31.12;0.2383333333333333;1
31.16;0.245;1
31.2;0.2483333333333333;1
31.24;0.255;1
31.28;0.2616666666666666;1
31.32;0.265;1
31.36;0.2683333333333333;1
31.4;0.2733333333333333;1
31.44;0.275;1
31.48;0.275;1
31.52;0.2766666666666667;1
31.56;0.275;1
31.6;0.2783333333333334;1
31.64;0.2799999999999999;1
31.68;0.2799999999999999;1
31.72;0.2783333333333334;1
31.76;0.2766666666666666;1
31.8;0.2716666666666666;1
31.84;0.2733333333333333;1
31.88;0.2716666666666666;1
31.92;0.27;1
31.96;0.27;1
32.0;0.2666666666666666;1
32.04;0.2666666666666666;1
32.08;0.2666666666666666;1
32.12;0.265;1
32.16;0.265;1
32.2;0.265;1
32.24;0.2633333333333333;1
32.28;0.2633333333333333;1
32.32;0.2616666666666666;1
32.36;0.2616666666666666;1
32.4;0.26;1
32.44;0.2583333333333333;1
32.48;0.255;1
32.52;0.2516666666666666;1
32.56;0.2516666666666666;1
32.6;0.25;1
32.64;0.2516666666666666;1
32.68;0.2516666666666666;1
32.72;0.2533333333333333;1
32.76;0.2533333333333333;1
32.8;0.2583333333333333;1
32.84;0.2616666666666666;1
32.88;0.265;1
32.92;0.265;1
32.96;0.2666666666666666;1
33.0;0.2666666666666666;1
33.04;0.2666666666666666;1
33.08;0.2666666666666666;1
33.12;0.2666666666666666;1
33.16;0.2683333333333333;1
33.2;0.27;1
33.24;0.27;1
33.28;0.27;1
33.32;0.27;1
33.36;0.2716666666666666;1
33.4;0.2716666666666666;1
33.44;0.2716666666666666;1
33.48;0.2716666666666666;1
33.52;0.2716666666666666;1
33.56;0.2716666666666666;1
33.6;0.2716666666666666;1
33.64;0.2699999999999999;1
33.68;0.2699999999999999;1
33.72;0.2716666666666666;1
33.76;0.2699999999999999;1
33.8;0.2699999999999999;1
33.84;0.2683333333333333;1
33.88;0.2666666666666666;1
33.92;0.2616666666666666;1
33.96;0.26;1
34.0;0.26;1
34.04;0.2583333333333333;1
34.08;0.2566666666666667;1
34.12;0.255;1
34.16;0.255;1
34.2;0.2516666666666666;1
34.24;0.245;1
34.28;0.24;1
34.32;0.2366666666666666;1
34.36;0.2366666666666666;1
34.4;0.2366666666666666;1
34.44;0.235;1
34.48;0.2366666666666667;1
34.52;0.24;1
34.56;0.2416666666666666;1
34.6;0.255;1
34.64;0.2616666666666666;1
34.68;0.2633333333333333;1
34.72;0.2633333333333333;1
34.76;0.265;1
34.8;0.2666666666666666;1
34.84;0.2666666666666666;1
34.88;0.2666666666666666;1
34.92;0.2666666666666666;1
34.96;0.2666666666666666;1
35.0;0.2666666666666666;1
35.04;0.2633333333333333;1
35.08;0.2616666666666666;1
35.12;0.26;1
35.16;0.2583333333333333;1
35.2;0.2566666666666666;1
35.24;0.2566666666666666;1
35.28;0.255;1
35.32;0.2566666666666666;1
35.36;0.2583333333333333;1
35.4;0.2583333333333333;1
35.44;0.2583333333333333;1
35.48;0.2583333333333333;1
35.52;0.2566666666666666;1
35.56;0.2566666666666666;1
35.6;0.2566666666666666;1
35.64;0.2566666666666666;1
35.68;0.2566666666666666;1
35.72;0.2583333333333333;1
35.76;0.2583333333333333;1
35.8;0.2583333333333333;1
35.84;0.2583333333333333;1
35.88;0.2583333333333333;1
35.92;0.26;1
35.96;0.2633333333333333;1
36.0;0.2683333333333333;1
36.04;0.2683333333333333;1
36.08;0.2666666666666667;1
36.12;0.2666666666666667;1
36.16;0.2666666666666667;1
36.2;0.2666666666666667;1
36.24;0.2666666666666667;1
36.28;0.2666666666666667;1
36.32;0.265;1
36.36;0.265;1
36.4;0.2633333333333333;1
36.44;0.26;1
36.48;0.2583333333333333;1
36.52;0.2566666666666667;1
36.56;0.2533333333333333;1
36.6;0.25;1
36.64;0.25;1
36.68;0.25;1
36.72;0.2483333333333333;1
36.76;0.2466666666666667;1
36.8;0.245;1
36.84;0.2466666666666667;1
36.88;0.2466666666666667;1
36.92;0.2466666666666667;1
36.96;0.245;1
37.0;0.245;1
37.04;0.245;1
37.08;0.2416666666666667;1
37.12;0.24;1
37.16;0.2366666666666667;1
37.2;0.235;1
37.24;0.2333333333333333;1
37.28;0.23;1
37.32;0.2283333333333333;1
37.36;0.2266666666666666;1
37.4;0.2266666666666666;1
37.44;0.2266666666666666;1
37.48;0.2233333333333333;1
37.52;0.2216666666666666;1
37.56;0.2216666666666666;1
37.6;0.2216666666666666;1
37.64;0.2216666666666666;1
37.68;0.2183333333333333;1
37.72;0.2166666666666666;1
37.76;0.2133333333333333;1
37.8;0.2133333333333333;1
37.84;0.21;1
37.88;0.2083333333333333;1
37.92;0.2066666666666666;1
37.96;0.2066666666666666;1
38.0;0.2033333333333333;1
38.04;0.2033333333333333;1
38.08;0.2016666666666666;1
38.12;0.2033333333333333;1
38.16;0.2016666666666666;1
38.2;0.2016666666666666;1
38.24;0.1999999999999999;1
38.28;0.2016666666666666;1
38.32;0.2033333333333332;1
38.36;0.2033333333333332;1
38.4;0.2016666666666666;1
38.44;0.2016666666666666;1
38.48;0.2033333333333332;1
38.52;0.2033333333333332;1
38.56;0.2016666666666666;1
38.6;0.1999999999999999;1
38.64;0.1983333333333333;1
38.68;0.1983333333333333;1
38.72;0.1983333333333333;1
38.76;0.1983333333333333;1
38.8;0.1999999999999999;1
38.84;0.2016666666666666;1
38.88;0.2016666666666666;1
38.92;0.2016666666666666;1
38.96;0.2016666666666666;1
39.0;0.2016666666666666;1
39.04;0.2016666666666666;1
39.08;0.2;1
39.12;0.2;1
39.16;0.2033333333333333;1
39.2;0.205;1
39.24;0.2066666666666667;1
39.28;0.2083333333333333;1
39.32;0.2083333333333333;1
39.36;0.2083333333333333;1
39.4;0.21;1
39.44;0.2116666666666666;1
39.48;0.2133333333333333;1
39.52;0.215;1
39.56;0.215;1
39.6;0.2166666666666667;1
39.64;0.2166666666666667;1
39.68;0.2183333333333333;1
39.72;0.2183333333333333;1
39.76;0.22;1
39.8;0.22;1
39.84;0.2183333333333333;1
39.88;0.2183333333333333;1
39.92;0.2183333333333333;1
39.96;0.22;1
40.0;0.2216666666666666;1
40.04;0.22;1
40.08;0.22;1
40.12;0.22;1
40.16;0.22;1
40.2;0.22;1
40.24;0.22;1
40.28;0.22;1
40.32;0.2183333333333333;1
40.36;0.2183333333333333;1
40.4;0.2183333333333333;1
40.44;0.2183333333333333;1
40.48;0.2183333333333333;1
40.52;0.22;1
40.56;0.2216666666666666;1
40.6;0.2216666666666666;1
40.64;0.2233333333333333;1
40.68;0.2216666666666666;1
40.72;0.22;1
40.76;0.2183333333333333;1
40.8;0.2166666666666667;1
40.84;0.2183333333333333;1
40.88;0.215;1
40.92;0.2133333333333333;1
40.96;0.2133333333333333;1
41.0;0.2116666666666666;1
41.04;0.2116666666666666;1
