time;ECG ;is_high_frequency;classes
7.12;0.12421;True;1
7.16;0.16357;True;1
7.2;0.17853;True;1
7.24;0.088196;True;1
7.28;-0.037231;True;1
7.32;-0.078735;True;1
7.36;0.88623;True;1
7.4;0.040283;True;1
7.44;0.079651;True;1
7.48;0.12573;True;1
7.52;0.23193;True;1
7.56;0.29846;True;1
7.6;0.20325;True;1
7.64;0.13184;True;1
7.68;0.13947;True;1
7.72;0.11597;True;1
7.76;0.097961;True;1
7.8;0.17517;True;1
7.84;0.25757;True;1
7.88;0.11597;True;1
7.92;0.011902;True;1
7.96;1.1871;True;1
8.0;0.020752;True;1
8.04;-0.011597;True;1
8.08;-0.046997;True;1
8.12;0.080566;True;1
8.16;0.15198;True;1
8.2;0.094299;True;1
8.24;-0.028687;True;1
8.28;-0.021362;True;1
8.32;-0.014954;True;1
8.36;-0.054321;True;1
8.4;-0.069275;True;1
8.44;0.039368;True;1
8.48;-0.13672;True;1
8.52;-0.083313;True;1
8.56;0.42114;True;1
8.6;-0.23743;True;1
8.64;-0.15625;True;1
8.68;-0.13397;True;1
8.72;-0.028992;True;1
8.76;0.19012;True;1
8.8;0.21851;True;1
8.84;0.090027;True;1
8.88;0.11627;True;1
8.92;0.11292;True;1
8.96;0.19287;True;1
9.0;0.23438;True;1
9.04;0.20844;True;1
9.08;0.27557;True;1
9.12;0.045166;True;1
9.16;0.0036621;True;1
9.2;0.47119;True;1
9.24;-0.16541;True;1
9.28;-0.065613;False;1
9.32;0.032043;False;1
9.36;0.079651;False;1
9.4;0.26306;False;1
9.44;0.18982;False;1
9.48;-0.10284;False;1
9.52;-0.081787;False;1
9.56;-0.070801;False;1
9.6;0.14984;False;1
9.64;0.18341;False;1
9.68;0.21088;False;1
9.72;0.34851;False;1
9.76;0.45105;False;1
9.8;0.40039;False;1
9.84;0.27557;False;1
9.88;1.4478;False;1
9.92;0.31616;False;1
9.96;0.30487;False;1
10.0;0.36255;False;1
10.04;0.38757;False;1
10.08;0.27832;False;1
10.12;0.12451;False;1
10.16;0.030212;False;1
10.2;0.03479;False;1
10.24;0.0021362;False;1
10.28;-0.050659;False;1
10.32;-0.14679;False;1
10.36;-0.082703;False;1
10.4;-0.15381;False;1
10.44;-0.28046;False;1
10.48;-0.11688;False;1
10.52;-0.17639;False;1
10.56;-0.25726;False;1
10.6;-0.16296;False;1
10.64;-0.19012;False;1
10.68;-0.095215;False;1
10.72;-0.070496;False;1
10.76;-0.24811;False;1
10.8;-0.31158;False;1
10.84;-0.32257;False;1
10.88;-0.32776;False;1
10.92;-0.35065;False;1
10.96;-0.34332;False;1
11.0;-0.25818;False;1
11.04;-0.23315;False;1
11.08;-0.41901;False;1
11.12;-0.47699;False;1
11.16;0.54535;False;1
11.2;-0.45532;False;1
11.24;-0.43457;False;1
11.28;-0.39154;False;1
11.32;-0.26611;False;1
11.36;-0.22095;False;1
11.4;-0.42877;False;1
11.44;-0.48309;False;1
11.48;-0.47455;False;1
11.52;-0.45563;False;1
11.56;-0.40283;False;1
11.6;-0.37598;False;1
11.64;-0.38391;False;1
11.68;-0.29633;False;1
11.72;-0.30975;False;1
11.76;-0.42847;False;1
11.8;-0.51544;False;1
11.84;0.66467;False;1
11.88;-0.41321;False;1
11.92;-0.39185;False;1
11.96;-0.3421;False;1
12.0;-0.23071;False;1
12.04;-0.091553;False;1
12.08;-0.24506;False;1
12.12;-0.35645;False;1
12.16;-0.27863;False;1
12.2;-0.23102;False;1
12.24;-0.20081;False;1
12.28;-0.23895;False;1
12.32;-0.2475;False;1
12.36;-0.23682;False;1
12.4;-0.18097;False;1
12.44;-0.070801;False;1
12.48;-0.16327;False;1
12.52;-0.18799;False;1
12.56;0.47882;False;1
12.6;-0.21393;False;1
12.64;-0.092468;False;1
12.68;-0.03479;False;1
12.72;0.018921;False;1
12.76;0.17883;False;1
12.8;0.19318;False;1
12.84;0.076294;False;1
12.88;0.028687;False;1
12.92;0.06134;False;1
12.96;0.083313;False;1
13.0;0.09613;False;1
13.04;0.097046;False;1
13.08;0.12604;False;1
13.12;0.13336;False;1
13.16;0.23163;False;1
13.2;0.17975;False;1
13.24;0.13916;False;1
13.28;0.35461;False;1
13.32;0.22797;False;1
13.36;0.20294;False;1
13.4;0.21942;False;1
13.44;0.26489;False;1
13.48;0.35767;False;1
13.52;0.4245;False;1
13.56;0.22827;False;1
13.6;0.14282;False;1
13.64;0.12756;False;1
13.68;0.13824;False;1
13.72;0.10223;False;1
13.76;0.090332;False;1
13.8;0.090942;False;1
13.84;0.073242;False;1
13.88;0.16022;False;1
13.92;0.11749;False;1
13.96;0.011597;False;1
14.0;-0.007019;False;1
14.04;0.61829;False;1
14.08;0.011902;False;1
14.12;0.041809;False;1
14.16;0.096436;False;1
14.2;0.15869;False;1
14.24;0.2536;False;1
14.28;0.081787;False;1
14.32;-0.0021362;False;1
14.36;-0.022583;False;1
14.4;-0.010986;False;1
14.44;-0.0012207;False;1
14.48;-0.0088501;False;1
14.52;-0.025024;False;1
14.56;-0.00091553;False;1
14.6;-0.0033569;False;1
14.64;0.068054;False;1
14.68;-0.033875;False;1
14.72;-0.080261;False;1
14.76;0.17548;False;1
14.8;-0.14343;False;1
14.84;-0.13397;False;1
14.88;-0.065002;False;1
14.92;-0.0024414;False;1
14.96;0.15808;False;1
15.0;0.27618;False;1
15.04;0.11719;False;1
15.08;-0.028992;False;1
15.12;-0.078125;False;1
15.16;0.019531;False;1
15.2;-0.094604;False;1
15.24;-0.15717;False;1
15.28;-0.15503;False;1
15.32;-0.20172;False;1
15.36;-0.093384;False;1
15.4;-0.17456;False;1
15.44;-0.17303;False;1
15.48;0.22766;False;1
15.52;-0.22797;False;1
15.56;-0.14282;False;1
15.6;-0.11627;False;1
15.64;-0.059204;False;1
15.68;0.063477;False;1
15.72;0.29205;False;1
15.76;0.15381;False;1
15.8;0.13062;False;1
15.84;0.11108;False;1
15.88;0.14618;True;1
15.92;0.14252;True;1
15.96;0.15839;True;1
16.0;0.1532;True;1
16.04;0.23529;True;1
16.08;0.24139;True;1
16.12;0.14679;True;1
16.16;0.08667;True;1
16.2;1.1288;True;1
16.24;0.15717;True;1
16.28;0.15778;True;1
16.32;0.19226;True;1
16.36;0.30121;True;1
16.4;0.41992;True;1
16.44;0.28961;True;1
16.48;0.18494;True;1
16.52;0.14954;True;1
16.56;0.14069;True;1
16.6;0.12909;True;1
16.64;0.12085;True;1
16.68;0.15137;True;1
16.72;0.1767;True;1
16.76;0.0036621;True;1
16.8;-0.092163;True;1
16.84;1.145;True;1
16.88;-0.15442;True;1
16.92;-0.12024;True;1
16.96;-0.065918;True;1
17.0;0.088196;True;1
17.04;0.12238;True;1
17.08;0.0088501;True;1
17.12;-0.16632;True;1
17.16;-0.1413;True;1
17.2;-0.13519;True;1
17.24;-0.095825;True;1
17.28;-0.081177;True;1
17.32;-0.11414;True;1
17.36;-0.074768;True;1
17.4;-0.044861;True;1
17.44;-0.19623;True;1
17.48;-0.13733;True;1
17.52;1.2439;True;1
17.56;0.087585;True;1
17.6;0.046082;True;1
17.64;-0.28107;True;1
17.68;-0.27588;True;1
17.72;-0.18921;True;1
17.76;-0.32867;True;1
17.8;-0.42206;True;1
17.84;-0.40375;True;1
17.88;-0.38269;True;1
17.92;-0.13947;True;1
17.96;-0.072021;True;1
18.0;-0.16022;True;1
18.04;-0.3717;True;1
18.08;-0.41351;True;1
18.12;0.64087;True;1
18.16;-0.46417;True;1
18.2;-0.41962;True;1
18.24;-0.33081;True;1
18.28;-0.21851;True;1
18.32;-0.16022;True;1
18.36;-0.1947;True;1
18.4;-0.27893;True;1
18.44;-0.25543;True;1
18.48;-0.18433;True;1
18.52;-0.16815;True;1
18.56;-0.18951;True;1
18.6;-0.14496;True;1
18.64;-0.069275;True;1
18.68;-0.14008;True;1
18.72;-0.13062;True;1
18.76;0.08667;True;1
18.8;-0.06897;True;1
18.84;-0.089417;True;1
18.88;-0.050354;True;1
18.92;0.0064087;True;1
18.96;0.15442;True;1
19.0;0.21179;True;1
19.04;0.018005;True;1
19.08;-0.0088501;True;1
19.12;0.0030518;True;1
19.16;0.061951;True;1
19.2;0.045776;True;1
19.24;0.042419;True;1
19.28;0.099182;True;1
19.32;0.11444;True;1
19.36;0.013428;True;1
19.4;-0.034485;True;1
19.44;0.70953;True;1
19.48;-0.028381;True;1
19.52;0.0027466;True;1
19.56;0.037537;True;1
19.6;0.16083;True;1
19.64;0.2356;True;1
19.68;0.071716;True;1
19.72;0.0079346;True;1
19.76;-0.0085449;True;1
19.8;-0.02533;True;1
19.84;-0.010986;True;1
19.88;-0.033569;True;1
19.92;-0.046387;True;1
19.96;0.024719;True;1
20.0;0.016785;True;1
20.04;-0.10254;True;1
20.08;-0.16174;True;1
20.12;0.82642;True;1
20.16;-0.11444;True;1
20.2;-0.091553;True;1
20.24;-0.044556;True;1
20.28;0.038147;True;1
20.32;0.097961;True;1
20.36;-0.017395;True;1
20.4;-0.056458;True;1
20.44;-0.056458;True;1
20.48;-0.033569;True;1
20.52;-0.043335;True;1
20.56;-0.036926;True;1
20.6;-0.047913;True;1
20.64;-0.021973;True;1
20.68;0.025635;True;1
20.72;-0.063782;True;1
20.76;-0.098877;True;1
20.8;0.25818;True;1
20.84;-0.17303;True;1
20.88;-0.12329;True;1
20.92;-0.093689;True;1
20.96;-0.021973;True;1
21.0;0.091858;True;1
21.04;0.027771;True;1
21.08;-0.13672;True;1
21.12;-0.17059;True;1
21.16;-0.13092;True;1
21.2;-0.093384;True;1
21.24;-0.12817;True;1
21.28;-0.13245;True;1
21.32;-0.12085;True;1
21.36;-0.12268;True;1
21.4;-0.053406;True;1
21.44;-0.036621;True;1
21.48;-0.13641;True;1
21.52;-0.21515;True;1
21.56;0.95856;True;1
21.6;-0.17731;True;1
21.64;0.019226;True;1
21.68;0.020752;True;1
21.72;0.12024;True;1
21.76;0.21149;True;1
21.8;0.098572;True;1
21.84;-0.00030518;True;1
21.88;-0.022278;True;1
21.92;-0.025024;True;1
21.96;-0.037537;True;1
22.0;-0.06073;True;1
22.04;-0.067139;True;1
22.08;-0.15198;True;1
22.12;-0.11749;True;1
22.16;-0.040283;True;1
22.2;-0.20905;True;1
22.24;-0.22461;True;1
22.28;0.93475;True;1
22.32;-0.22949;True;1
22.36;-0.16998;True;1
22.4;-0.17517;True;1
22.44;-0.091248;True;1
22.48;0.023804;True;1
22.52;-0.021057;True;-1
22.56;-0.17029;True;-1
22.6;-0.19531;True;-1
22.64;-0.20508;True;-1
22.68;-0.16083;True;-1
22.72;-0.17181;True;-1
22.76;-0.17242;True;-1
22.8;-0.15228;True;-1
22.84;-0.18127;True;-1
22.88;-0.09613;True;-1
22.92;-0.11383;True;-1
22.96;-0.14923;True;-1
23.0;-0.18341;True;-1
23.04;0.44769;True;-1
23.08;-0.11719;True;-1
23.12;-0.090332;True;-1
23.16;-0.039673;True;-1
23.2;0.046997;True;-1
23.24;0.12177;True;-1
23.28;-0.022888;True;-1
23.32;-0.10529;True;-1
23.36;-0.089417;True;-1
23.4;-0.013733;True;-1
23.44;0.037842;True;-1
23.48;0.040894;True;-1
23.52;0.0033569;True;-1
23.56;0.01709;True;-1
23.6;0.07843;True;-1
23.64;0.075989;True;-1
23.68;-0.0061035;True;-1
23.72;-0.090332;True;-1
23.76;1.1621;True;-1
23.8;-0.012207;True;-1
23.84;0.027466;True;-1
23.88;0.049133;True;-1
23.92;0.11902;True;-1
23.96;0.11688;True;-1
24.0;0.0064087;True;-1
24.04;-0.12085;True;-1
24.08;-0.11993;True;-1
24.12;-0.10437;True;-1
24.16;-0.067749;True;-1
24.2;-0.10162;True;-1
24.24;-0.099792;True;-1
24.28;-0.10681;True;-1
24.32;-0.028076;True;-1
24.36;-0.0082397;True;-1
24.4;-0.12482;True;-1
24.44;-0.12726;True;-1
24.48;1.0681;True;-1
24.52;-0.14832;True;-1
24.56;-0.11841;True;-1
24.6;-0.078735;True;-1
24.64;-0.010071;True;-1
24.68;0.13367;True;-1
24.72;0.046082;True;-1
24.76;-0.090637;True;-1
24.8;-0.13519;True;-1
24.84;-0.10437;True;-1
24.88;-0.093384;True;-1
24.92;-0.10803;True;-1
24.96;-0.1178;True;-1
25.0;-0.096436;True;-1
25.04;-0.011597;True;-1
25.08;-0.16632;True;-1
25.12;-0.16815;True;-1
25.16;0.6601;True;-1
25.2;-0.20599;True;-1
25.24;-0.14801;True;-1
25.28;-0.097351;True;-1
25.32;-0.054932;True;-1
25.36;0.07019;True;-1
25.4;0.041504;True;-1
25.44;-0.13;True;-1
25.48;-0.1413;True;-1
25.52;-0.12177;True;-1
25.56;-0.12115;True;-1
25.6;-0.097046;True;-1
25.64;-0.1178;True;-1
25.68;-0.10406;True;-1
25.72;-0.10468;True;-1
25.76;-0.011902;True;-1
25.8;-0.14648;True;-1
25.84;-0.14862;True;-1
25.88;0.31555;True;-1
25.92;-0.20477;True;-1
25.96;-0.13916;True;-1
26.0;-0.073547;True;-1
26.04;-0.0076294;True;-1
26.08;0.09613;True;-1
26.12;0.13519;True;-1
26.16;-0.037842;True;-1
26.2;-0.19714;True;-1
26.24;-0.15442;True;-1
26.28;-0.15015;True;-1
26.32;-0.067749;True;-1
26.36;-0.054932;True;-1
26.4;-0.049744;True;-1
26.44;0.0015259;True;-1
26.48;0.036621;True;-1
26.52;-0.090332;True;-1
26.56;-0.099182;True;-1
26.6;1.0721;True;-1
26.64;-0.095215;True;-1
26.68;-0.07782;True;-1
26.72;-0.055847;True;-1
26.76;0.014343;False;-1
26.8;0.13275;False;-1
26.84;0.093384;False;-1
26.88;-0.062561;False;-1
26.92;-0.080566;False;-1
26.96;-0.06958;False;-1
27.0;-0.056152;False;-1
27.04;-0.067139;False;-1
27.08;-0.068359;False;-1
27.12;-0.07843;False;-1
27.16;-0.04303;False;-1
27.2;0.035706;False;-1
27.24;-0.081177;False;-1
27.28;-0.083923;False;-1
27.32;0.5069;False;-1
27.36;-0.1825;False;-1
27.4;-0.073853;False;-1
27.44;-0.056763;False;-1
27.48;0.018616;False;-1
27.52;0.13702;False;-1
27.56;0.16724;False;-1
27.6;-0.025635;False;-1
27.64;-0.04425;False;-1
27.68;-0.039063;False;-1
27.72;-0.046387;False;-1
27.76;-0.080261;False;-1
27.8;-0.085754;False;-1
27.84;-0.037842;False;-1
27.88;-0.076904;False;-1
27.92;-0.080261;False;-1
27.96;0.21667;False;-1
28.0;0.49896;False;-1
28.04;0.29968;False;-1
28.08;0.37964;True;-1
28.12;0.30762;True;-1
28.16;0.44769;True;-1
28.2;0.3476;True;-1
28.24;0.2774;True;-1
28.28;0.20874;True;-1
28.32;0.18646;True;-1
28.36;0.10681;True;-1
28.4;0.040588;True;-1
28.44;-0.1416;True;-1
28.48;-0.067444;True;-1
28.52;-0.17456;True;-1
28.56;-0.52704;True;-1
28.6;-1.055;True;-1
28.64;-0.2713;True;-1
28.68;-0.57739;True;-1
28.72;-0.19073;True;-1
28.76;-0.12177;True;-1
28.8;-0.026245;True;-1
28.84;-0.16174;True;-1
28.88;-0.27893;True;-1
28.92;-0.47363;True;-1
28.96;-0.44312;True;-1
29.0;-0.38483;True;-1
29.04;-0.32349;True;-1
29.08;-0.30396;True;-1
29.12;-0.1712;True;-1
29.16;0.1239;True;-1
29.2;-0.021057;True;-1
29.24;-0.08728;True;-1
29.28;1.1813;True;-1
29.32;-0.074158;True;-1
29.36;-0.057678;True;-1
29.4;-0.046082;True;-1
29.44;0.0061035;True;-1
29.48;0.10376;True;-1
29.52;-0.014648;True;-1
29.56;-0.16388;True;-1
29.6;-0.22156;True;-1
29.64;-0.21423;True;-1
29.68;-0.2063;True;-1
29.72;-0.2005;True;-1
29.76;-0.16937;True;-1
29.8;-0.11932;True;-1
29.84;-0.052185;True;-1
29.88;-0.17426;True;-1
29.92;-0.14526;True;-1
29.96;0.55695;True;-1
30.0;-0.22034;True;-1
30.04;-0.14374;True;-1
30.08;-0.10284;True;-1
30.12;-0.031128;True;-1
30.16;0.085449;True;-1
30.2;0.083923;True;-1
30.24;-0.098572;True;-1
30.28;-0.11749;True;-1
30.32;-0.095215;True;-1
30.36;-0.10193;True;-1
30.4;-0.084534;True;-1
30.44;-0.085144;True;-1
30.48;-0.093689;True;-1
30.52;-0.029907;True;-1
30.56;-0.0042725;True;-1
30.6;-0.14343;True;-1
30.64;-0.1535;True;-1
30.68;1.0342;True;-1
30.72;-0.13702;True;-1
30.76;-0.12085;True;-1
30.8;-0.075378;True;-1
30.84;-0.026855;True;-1
30.88;0.079956;True;-1
30.92;0.031128;True;-1
30.96;-0.12665;True;-1
31.0;-0.15411;True;-1
31.04;-0.10895;True;-1
31.08;-0.10834;True;-1
31.12;-0.10437;True;-1
31.16;-0.049438;True;-1
31.2;-0.030823;True;-1
31.24;-0.12848;True;-1
31.28;-0.18066;True;-1
31.32;0.84442;True;-1
31.36;-0.11993;True;-1
31.4;-0.10162;True;-1
31.44;-0.053711;True;-1
31.48;0.0042725;True;-1
31.52;0.09613;True;-1
31.56;-0.041504;True;-1
31.6;-0.11444;True;-1
31.64;-0.12878;True;-1
31.68;-0.094604;True;-1
31.72;-0.077209;True;-1
31.76;-0.099487;True;-1
31.8;-0.07843;True;-1
31.84;0.036926;True;-1
31.88;-0.12909;True;-1
31.92;-0.10742;True;-1
31.96;0.35278;True;-1
32.0;-0.23834;True;-1
32.04;-0.12238;True;-1
32.08;-0.10284;True;-1
32.12;-0.036011;True;-1
32.16;0.054321;True;-1
32.2;0.087891;True;-1
32.24;-0.088501;True;-1
32.28;-0.12726;True;-1
32.32;-0.1123;True;-1
32.36;-0.083008;True;-1
32.4;-0.079956;True;-1
32.44;-0.055542;True;-1
32.48;-0.054016;True;-1
32.52;0.011292;True;-1
32.56;0.038452;True;-1
32.6;-0.11444;True;-1
32.64;-0.13336;True;-1
32.68;1.2073;True;-1
32.72;-0.090942;True;-1
32.76;-0.093384;True;-1
32.8;-0.054932;True;-1
32.84;0.019226;True;-1
32.88;0.14008;True;-1
32.92;0.068054;True;-1
32.96;-0.080566;True;-1
33.0;-0.097656;True;-1
33.04;-0.076294;True;-1
33.08;-0.066223;True;-1
33.12;-0.074158;True;-1
33.16;-0.092163;True;-1
33.2;-0.093994;True;-1
33.24;-0.079041;True;-1
33.28;-0.02533;True;-1
33.32;0.024719;True;-1
33.36;-0.1236;True;-1
33.4;-0.1178;True;-1
33.44;1.1932;True;-1
33.48;-0.093384;True;-1
33.52;-0.10345;True;-1
33.56;-0.069275;True;-1
33.6;0.0177;True;-1
33.64;0.12787;True;-1
33.68;0.08728;True;-1
33.72;-0.073547;True;-1
33.76;-0.06134;True;-1
33.8;-0.055237;True;-1
33.84;-0.038452;True;-1
33.88;-0.040283;True;-1
33.92;-0.051575;True;-1
33.96;-0.047302;True;-1
34.0;-0.036926;True;-1
34.04;0.040894;True;-1
34.08;0.061035;True;-1
34.12;-0.036621;True;-1
34.16;-0.084839;True;-1
34.2;1.077;False;-1
34.24;0.023193;False;-1
34.28;0.039063;False;-1
34.32;0.1123;False;-1
34.36;0.20508;False;-1
34.4;0.33936;False;-1
34.44;0.21149;False;-1
34.48;0.12848;False;-1
34.52;0.13275;False;-1
34.56;0.14648;False;-1
34.6;0.15839;False;-1
34.64;0.10803;False;-1
34.68;0.12756;False;-1
34.72;0.14008;False;-1
34.76;0.23132;False;-1
34.8;0.24414;False;-1
34.84;0.10864;False;-1
34.88;0.044556;False;-1
34.92;1.2778;False;-1
34.96;0.0091553;False;-1
35.0;-0.010071;False;-1
35.04;0.0088501;True;-1
35.08;0.051575;True;-1
35.12;0.13519;True;-1
35.16;0.079346;True;-1
35.2;-0.084534;True;-1
35.24;-0.13641;True;-1
35.28;-0.13031;True;-1
35.32;-0.18799;True;-1
35.36;-0.26398;True;-1
35.4;-0.29053;True;-1
35.44;-0.2356;True;-1
35.48;-0.43243;True;-1
35.52;-0.4068;True;-1
35.56;0.16815;True;-1
35.6;-0.55634;True;-1
35.64;-0.49469;True;-1
35.68;-0.43274;True;-1
35.72;-0.30701;True;-1
35.76;-0.14709;True;-1
35.8;-0.10132;True;-1
35.84;-0.21912;True;-1
35.88;-0.23621;True;-1
35.92;-0.16235;True;-1
35.96;-0.1712;True;-1
36.0;-0.15137;True;-1
36.04;-0.16174;True;-1
36.08;-0.11627;True;-1
36.12;-0.061951;True;-1
36.16;-0.23132;True;-1
36.2;-0.25269;True;-1
36.24;0.84442;True;-1
36.28;-0.2533;True;-1
36.32;-0.2298;True;-1
36.36;-0.18951;True;-1
36.4;-0.093384;True;-1
36.44;0.027771;True;-1
36.48;0.0067139;True;-1
36.52;-0.10925;True;-1
36.56;-0.11017;True;-1
36.6;-0.06897;True;-1
36.64;-0.020142;True;-1
36.68;-0.030823;True;-1
36.72;-0.019226;True;-1
36.76;0.10284;True;-1
36.8;-0.0015259;True;-1
36.84;-0.050354;True;-1
36.88;0.10101;True;-1
36.92;0.06897;True;-1
36.96;-0.042419;True;-1
37.0;0.021362;True;-1
37.04;0.083923;True;-1
37.08;0.21667;True;-1
37.12;0.27405;True;-1
37.16;0.10406;True;-1
37.2;0.081177;True;-1
37.24;0.094299;True;-1
37.28;0.14771;True;-1
37.32;0.14404;True;-1
37.36;0.19653;True;-1
37.4;0.19562;True;-1
37.44;0.060425;True;-1
37.48;-0.012207;True;-1
37.52;0.88531;True;-1
37.56;0.013123;True;-1
37.6;0.024414;True;-1
37.64;0.099182;True;-1
37.68;0.1593;True;-1
37.72;0.22217;True;-1
37.76;0.15289;True;-1
37.8;0.19867;True;-1
37.84;0.22705;True;-1
37.88;0.20111;True;-1
37.92;0.20325;True;-1
37.96;0.16815;True;-1
38.0;0.22827;True;-1
38.04;0.24139;True;-1
38.08;0.13153;True;-1
38.12;0.24475;True;-1
38.16;1.0602;True;-1
38.2;0.54688;True;-1
38.24;0.60883;True;-1
38.28;0.8844;True;-1
38.32;0.92682;True;-1
38.36;0.93018;True;-1
38.4;0.72174;True;-1
38.44;0.59357;True;-1
38.48;0.51758;True;-1
38.52;0.51575;True;-1
38.56;0.48035;True;-1
38.6;0.46326;True;-1
38.64;0.54535;True;-1
38.68;0.34424;True;-1
38.72;0.31433;True;-1
38.76;1.1087;True;-1
38.8;0.20355;True;-1
38.84;0.24872;True;-1
38.88;0.25879;True;-1
38.92;0.30518;True;-1
38.96;0.3891;True;-1
39.0;0.354;True;-1
39.04;0.17303;True;-1
39.08;0.1532;True;-1
39.12;0.14313;True;-1
39.16;0.14374;True;-1
39.2;0.11444;True;-1
39.24;0.10437;True;-1
39.28;0.15228;True;-1
39.32;0.1825;True;-1
39.36;0.033875;True;-1
39.4;-0.020752;True;-1
39.44;1.1975;True;-1
39.48;0.011597;True;-1
39.52;0.0045776;False;-1
39.56;0.029602;False;-1
39.6;0.099487;False;-1
39.64;0.21088;False;-1
39.68;0.12451;False;-1
