time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.80;0.00;0.07;0.18;-0.00;0.33;0.00
1.84;0.00;0.07;0.18;-0.00;0.34;0.00
1.88;0.00;0.07;0.18;-0.00;0.34;0.00
1.92;0.00;0.07;0.18;-0.00;0.34;0.00
1.96;0.00;0.07;0.18;-0.00;0.34;0.00
2.00;0.00;0.07;0.18;-0.00;0.35;0.00
2.04;0.00;0.07;0.18;-0.00;0.35;0.00
2.08;0.00;0.07;0.18;-0.00;0.35;0.00
2.12;0.00;0.07;0.18;-0.00;0.35;0.01
2.16;0.00;0.07;0.18;-0.00;0.36;0.02
2.20;0.00;0.07;0.18;-0.00;0.36;0.02
2.24;0.01;0.07;0.18;0.00;0.36;0.02
2.28;0.01;0.07;0.18;0.02;0.36;0.02
2.32;0.01;0.07;0.18;0.03;0.37;0.02
2.36;0.02;0.07;0.18;0.04;0.37;0.02
2.40;0.06;0.07;0.18;0.06;0.37;0.03
2.44;0.11;0.07;0.18;0.08;0.37;0.03
2.48;0.13;0.07;0.18;0.10;0.37;0.03
2.52;0.13;0.07;0.18;0.11;0.36;0.03
2.56;0.13;0.07;0.18;0.12;0.36;0.04
2.60;0.13;0.07;0.18;0.12;0.36;0.04
2.64;0.13;0.07;0.18;0.14;0.36;0.04
2.68;0.13;0.07;0.18;0.15;0.35;0.05
2.72;0.13;0.07;0.18;0.16;0.34;0.05
2.76;0.13;0.07;0.18;0.17;0.34;0.05
2.80;0.13;0.07;0.18;0.17;0.33;0.05
2.84;0.13;0.07;0.18;0.18;0.33;0.05
2.88;0.13;0.07;0.18;0.18;0.32;0.06
2.92;0.13;0.07;0.18;0.19;0.31;0.06
2.96;0.13;0.07;0.18;0.20;0.31;0.06
3.00;0.13;0.07;0.18;0.20;0.31;0.06
3.04;0.13;0.07;0.18;0.20;0.30;0.06
3.08;0.13;0.07;0.18;0.20;0.29;0.06
3.12;0.13;0.07;0.18;0.20;0.25;0.06
3.16;0.13;0.07;0.18;0.20;0.23;0.06
3.20;0.13;0.07;0.18;0.20;0.23;0.06
3.24;0.13;0.07;0.18;0.20;0.22;0.06
3.28;0.13;0.07;0.18;0.20;0.21;0.06
3.32;0.13;0.07;0.18;0.20;0.20;0.06
3.36;0.13;0.07;0.18;0.20;0.16;0.06
3.40;0.13;0.07;0.18;0.20;0.13;0.06
3.44;0.13;0.07;0.18;0.20;0.13;0.06
3.48;0.13;0.07;0.18;0.20;0.12;0.06
3.52;0.13;0.07;0.18;0.20;0.12;0.06
3.56;0.13;0.07;0.17;0.20;0.11;0.06
3.60;0.13;0.07;0.17;0.20;0.10;0.06
3.64;0.13;0.07;0.16;0.20;0.09;0.06
3.68;0.13;0.07;0.16;0.20;0.09;0.06
3.72;0.13;0.07;0.15;0.20;0.09;0.06
3.76;0.13;0.08;0.15;0.20;0.09;0.06
3.80;0.13;0.08;0.14;0.20;0.09;0.06
3.84;0.13;0.08;0.13;0.20;0.09;0.06
3.88;0.13;0.08;0.10;0.20;0.09;0.06
3.92;0.13;0.08;0.07;0.20;0.09;0.06
3.96;0.13;0.08;0.04;0.20;0.09;0.06
4.00;0.13;0.08;0.03;0.20;0.09;0.06
4.04;0.13;0.08;0.02;0.20;0.09;0.06
4.08;0.13;0.08;0.02;0.20;0.09;0.06
4.12;0.13;0.08;0.02;0.20;0.09;0.06
4.16;0.13;0.08;0.01;0.20;0.09;0.06
4.20;0.13;0.08;0.01;0.20;0.09;0.06
4.24;0.13;0.08;0.01;0.20;0.09;0.06
4.28;0.13;0.08;0.01;0.20;0.09;0.06
4.32;0.13;0.08;0.01;0.20;0.09;0.06
4.36;0.13;0.08;0.01;0.20;0.09;0.06
4.40;0.13;0.08;0.01;0.20;0.09;0.06
4.44;0.13;0.08;0.01;0.20;0.09;0.06
4.48;0.13;0.08;0.01;0.20;0.09;0.06
4.52;0.13;0.08;0.01;0.20;0.09;0.06
4.56;0.13;0.08;0.01;0.20;0.09;0.06
4.60;0.13;0.08;0.01;0.20;0.09;0.06
4.64;0.13;0.08;0.01;0.20;0.09;0.06
4.68;0.13;0.08;0.01;0.20;0.09;0.06
4.72;0.13;0.08;0.01;0.20;0.09;0.06
4.76;0.13;0.08;0.01;0.20;0.09;0.07
4.80;0.13;0.08;0.01;0.20;0.09;0.07
4.84;0.13;0.08;0.01;0.20;0.09;0.07
4.88;0.13;0.08;0.01;0.20;0.09;0.07
4.92;0.13;0.08;0.01;0.20;0.09;0.07
4.96;0.13;0.08;0.01;0.20;0.09;0.07
5.00;0.13;0.08;0.01;0.20;0.09;0.07
5.04;0.13;0.08;0.00;0.20;0.09;0.07
5.08;0.13;0.08;-0.00;0.20;0.09;0.07
5.12;0.13;0.08;-0.00;0.20;0.09;0.07
5.16;0.13;0.08;-0.00;0.20;0.09;0.07
5.20;0.13;0.08;-0.00;0.20;0.09;0.07
5.24;0.13;0.08;-0.00;0.20;0.09;0.07
5.28;0.13;0.08;-0.00;0.20;0.09;0.08
5.32;0.13;0.08;-0.00;0.20;0.09;0.09
5.36;0.13;0.08;-0.00;0.20;0.09;0.11
5.40;0.13;0.08;-0.00;0.20;0.10;0.11
5.44;0.13;0.08;-0.00;0.20;0.10;0.11
5.48;0.13;0.08;-0.00;0.20;0.11;0.11
5.52;0.13;0.08;-0.00;0.20;0.12;0.11
5.56;0.13;0.08;-0.00;0.20;0.12;0.11
5.60;0.13;0.08;-0.00;0.20;0.12;0.09
5.64;0.13;0.08;-0.00;0.20;0.13;0.09
5.68;0.13;0.08;-0.00;0.20;0.15;0.08
5.72;0.13;0.08;-0.00;0.20;0.15;0.08
5.76;0.13;0.08;-0.00;0.20;0.16;0.08
5.80;0.13;0.08;-0.00;0.20;0.17;0.08
5.84;0.13;0.08;-0.00;0.20;0.19;0.08
5.88;0.13;0.08;-0.00;0.20;0.20;0.08
5.92;0.13;0.08;-0.00;0.20;0.21;0.09
5.96;0.13;0.08;-0.00;0.20;0.22;0.09
6.00;0.13;0.08;-0.00;0.20;0.22;0.09
6.04;0.13;0.08;-0.00;0.20;0.22;0.09
6.08;0.13;0.08;-0.00;0.20;0.23;0.09
6.12;0.13;0.08;-0.00;0.20;0.23;0.09
6.16;0.13;0.08;-0.01;0.20;0.24;0.09
6.20;0.13;0.08;-0.01;0.20;0.24;0.09
6.24;0.13;0.08;-0.03;0.20;0.24;0.09
6.28;0.13;0.08;-0.03;0.20;0.24;0.09
6.32;0.13;0.08;-0.04;0.20;0.24;0.09
6.36;0.13;0.07;-0.06;0.20;0.24;0.09
6.40;0.13;0.07;-0.06;0.20;0.24;0.09
6.44;0.13;0.07;-0.06;0.20;0.24;0.09
6.48;0.13;0.07;-0.07;0.20;0.24;0.09
6.52;0.13;0.07;-0.07;0.20;0.25;0.09
6.56;0.13;0.07;-0.08;0.20;0.25;0.09
6.60;0.15;0.07;-0.08;0.20;0.25;0.09
6.64;0.17;0.07;-0.08;0.20;0.25;0.09
6.68;0.16;0.07;-0.09;0.20;0.25;0.09
6.72;0.14;0.07;-0.09;0.20;0.25;0.09
6.76;0.11;0.07;-0.09;0.20;0.25;0.09
6.80;0.08;0.07;-0.11;0.19;0.25;0.10
6.84;0.05;0.07;-0.12;0.19;0.25;0.10
6.88;0.03;0.07;-0.13;0.19;0.26;0.10
6.92;0.01;0.07;-0.13;0.19;0.26;0.10
6.96;0.00;0.07;-0.13;0.19;0.27;0.10
7.00;0.00;0.07;-0.13;0.19;0.29;0.10
7.04;0.00;0.07;-0.13;0.19;0.30;0.10
7.08;0.01;0.07;-0.13;0.19;0.30;0.10
7.12;0.01;0.07;-0.13;0.19;0.30;0.10
7.16;0.01;0.07;-0.13;0.19;0.30;0.11
7.20;0.02;0.07;-0.13;0.19;0.30;0.11
7.24;0.02;0.07;-0.13;0.19;0.30;0.11
7.28;0.02;0.07;-0.13;0.19;0.30;0.11
7.32;0.03;0.07;-0.13;0.19;0.30;0.11
7.36;0.03;0.07;-0.13;0.18;0.30;0.11
7.40;0.03;0.07;-0.13;0.18;0.30;0.11
7.44;0.03;0.07;-0.13;0.18;0.30;0.11
7.48;0.03;0.07;-0.13;0.18;0.30;0.11
7.52;0.03;0.07;-0.13;0.18;0.30;0.11
7.56;0.04;0.07;-0.13;0.18;0.30;0.11
7.60;0.06;0.07;-0.13;0.18;0.30;0.11
7.64;0.06;0.07;-0.13;0.18;0.30;0.11
7.68;0.07;0.07;-0.13;0.18;0.30;0.11
7.72;0.07;0.07;-0.13;0.18;0.30;0.11
7.76;0.07;0.07;-0.13;0.18;0.30;0.11
7.80;0.07;0.07;-0.13;0.19;0.30;0.11
7.84;0.07;0.07;-0.13;0.19;0.30;0.11
7.88;0.07;0.07;-0.14;0.19;0.30;0.11
7.92;0.07;0.07;-0.14;0.19;0.30;0.11
7.96;0.07;0.07;-0.14;0.19;0.30;0.11
8.00;0.07;0.07;-0.14;0.19;0.30;0.11
8.04;0.07;0.07;-0.14;0.19;0.30;0.10
8.08;0.07;0.07;-0.14;0.19;0.30;0.10
8.12;0.07;0.07;-0.14;0.19;0.30;0.09
8.16;0.07;0.07;-0.14;0.19;0.30;0.09
8.20;0.07;0.07;-0.14;0.19;0.30;0.09
8.24;0.07;0.07;-0.15;0.19;0.30;0.09
8.28;0.07;0.07;-0.15;0.19;0.30;0.09
8.32;0.07;0.07;-0.15;0.19;0.30;0.09
8.36;0.07;0.07;-0.15;0.19;0.30;0.09
8.40;0.07;0.06;-0.15;0.19;0.30;0.09
8.44;0.07;0.06;-0.15;0.19;0.30;0.09
8.48;0.07;0.06;-0.15;0.19;0.30;0.09
8.52;0.07;0.06;-0.15;0.19;0.30;0.08
8.56;0.07;0.05;-0.15;0.19;0.30;0.08
8.60;0.07;0.05;-0.15;0.19;0.30;0.08
8.64;0.07;0.05;-0.15;0.19;0.30;0.08
8.68;0.08;0.05;-0.15;0.19;0.30;0.08
8.72;0.09;0.04;-0.15;0.19;0.30;0.08
8.76;0.10;0.04;-0.15;0.19;0.30;0.08
8.80;0.10;0.04;-0.15;0.19;0.30;0.08
8.84;0.10;0.04;-0.15;0.19;0.30;0.08
8.88;0.10;0.04;-0.15;0.19;0.30;0.08
8.92;0.11;0.04;-0.15;0.19;0.30;0.08
8.96;0.11;0.04;-0.15;0.19;0.30;0.08
9.00;0.11;0.04;-0.15;0.19;0.29;0.09
9.04;0.11;0.04;-0.15;0.19;0.28;0.09
9.08;0.11;0.04;-0.15;0.19;0.28;0.09
9.12;0.11;0.04;-0.15;0.19;0.27;0.09
9.16;0.11;0.04;-0.15;0.19;0.27;0.09
9.20;0.11;0.03;-0.15;0.19;0.27;0.09
9.24;0.11;0.03;-0.15;0.19;0.27;0.09
9.28;0.11;0.03;-0.15;0.19;0.27;0.09
9.32;0.11;0.03;-0.15;0.19;0.26;0.10
9.36;0.11;0.03;-0.15;0.19;0.26;0.10
9.40;0.11;0.02;-0.15;0.19;0.24;0.10
9.44;0.11;0.02;-0.15;0.19;0.22;0.10
9.48;0.11;0.02;-0.15;0.19;0.21;0.10
9.52;0.11;0.02;-0.15;0.19;0.21;0.10
9.56;0.11;0.01;-0.15;0.19;0.21;0.10
9.60;0.11;0.01;-0.15;0.19;0.21;0.10
9.64;0.11;0.01;-0.15;0.19;0.21;0.10
9.68;0.11;0.01;-0.15;0.19;0.21;0.10
9.72;0.11;0.01;-0.15;0.19;0.21;0.10
9.76;0.11;0.01;-0.15;0.19;0.21;0.10
9.80;0.11;0.01;-0.15;0.19;0.21;0.10
9.84;0.11;0.01;-0.15;0.19;0.21;0.10
9.88;0.11;0.01;-0.15;0.19;0.21;0.10
9.92;0.11;0.01;-0.15;0.19;0.21;0.10
9.96;0.11;0.01;-0.15;0.19;0.21;0.10
10.00;0.11;0.01;-0.17;0.19;0.21;0.10
10.04;0.11;0.01;-0.17;0.19;0.21;0.10
10.08;0.11;0.01;-0.17;0.19;0.21;0.10
10.12;0.11;0.01;-0.17;0.19;0.21;0.10
10.16;0.11;0.01;-0.17;0.19;0.20;0.10
10.20;0.11;0.01;-0.17;0.19;0.20;0.10
10.24;0.11;0.01;-0.17;0.19;0.20;0.10
10.28;0.11;0.01;-0.17;0.19;0.20;0.10
10.32;0.11;0.01;-0.17;0.19;0.19;0.10
10.36;0.11;0.01;-0.17;0.19;0.18;0.10
10.40;0.11;0.01;-0.17;0.19;0.16;0.10
10.44;0.11;0.01;-0.17;0.19;0.14;0.10
10.48;0.11;0.01;-0.17;0.19;0.13;0.10
10.52;0.11;0.01;-0.17;0.19;0.13;0.10
10.56;0.11;0.01;-0.17;0.19;0.12;0.10
10.60;0.10;0.01;-0.17;0.19;0.12;0.10
10.64;0.10;0.01;-0.17;0.19;0.12;0.10
10.68;0.10;0.01;-0.17;0.19;0.12;0.10
10.72;0.10;0.01;-0.17;0.19;0.12;0.10
10.76;0.10;0.01;-0.17;0.19;0.12;0.10
10.80;0.10;0.01;-0.18;0.19;0.12;0.10
10.84;0.10;0.01;-0.18;0.19;0.12;0.10
10.88;0.10;0.01;-0.18;0.19;0.12;0.10
10.92;0.10;0.01;-0.18;0.19;0.12;0.10
10.96;0.10;0.01;-0.17;0.19;0.12;0.10
11.00;0.10;0.01;-0.17;0.19;0.12;0.10
11.04;0.10;0.01;-0.17;0.19;0.12;0.10
11.08;0.10;0.01;-0.17;0.19;0.11;0.10
11.12;0.09;0.01;-0.17;0.19;0.11;0.10
11.16;0.09;0.01;-0.17;0.19;0.09;0.10
11.20;0.09;0.01;-0.16;0.19;0.08;0.10
11.24;0.08;0.01;-0.16;0.19;0.07;0.10
11.28;0.08;0.01;-0.16;0.19;0.07;0.10
11.32;0.07;0.01;-0.16;0.19;0.07;0.10
11.36;0.07;0.01;-0.15;0.19;0.07;0.09
11.40;0.07;0.01;-0.15;0.19;0.07;0.09
11.44;0.06;0.01;-0.15;0.19;0.07;0.09
11.48;0.05;0.01;-0.14;0.19;0.07;0.09
11.52;0.04;0.01;-0.14;0.19;0.07;0.09
11.56;0.04;0.01;-0.14;0.19;0.07;0.09
11.60;0.02;0.01;-0.14;0.19;0.07;0.09
11.64;0.02;0.01;-0.13;0.19;0.07;0.09
11.68;0.01;0.01;-0.13;0.19;0.07;0.09
11.72;0.01;0.01;-0.13;0.19;0.07;0.09
11.76;0.01;0.01;-0.13;0.19;0.07;0.09
11.80;0.00;0.01;-0.13;0.19;0.07;0.09
11.84;0.00;0.01;-0.13;0.19;0.07;0.09
11.88;-0.01;0.01;-0.13;0.19;0.07;0.09
11.92;-0.01;0.01;-0.13;0.19;0.07;0.09
11.96;-0.01;0.01;-0.13;0.19;0.07;0.09
12.00;-0.01;0.01;-0.13;0.19;0.07;0.09
12.04;-0.01;0.01;-0.13;0.19;0.07;0.09
12.08;-0.01;0.01;-0.12;0.19;0.07;0.09
12.12;-0.01;0.01;-0.12;0.19;0.07;0.09
12.16;-0.01;0.01;-0.12;0.19;0.07;0.09
12.20;-0.01;0.01;-0.12;0.19;0.07;0.09
12.24;-0.01;0.01;-0.12;0.19;0.07;0.09
12.28;-0.01;0.01;-0.11;0.19;0.07;0.09
12.32;-0.01;0.01;-0.11;0.19;0.07;0.09
12.36;-0.01;0.01;-0.11;0.19;0.07;0.09
12.40;-0.01;0.01;-0.10;0.19;0.07;0.09
12.44;-0.01;0.01;-0.10;0.19;0.07;0.09
12.48;-0.01;0.01;-0.10;0.19;0.07;0.09
12.52;-0.01;0.01;-0.09;0.19;0.07;0.09
12.56;-0.01;0.01;-0.09;0.19;0.07;0.09
12.60;-0.01;0.01;-0.09;0.19;0.07;0.09
12.64;-0.01;0.01;-0.08;0.19;0.07;0.09
12.68;-0.01;0.01;-0.08;0.19;0.07;0.09
12.72;-0.01;0.01;-0.08;0.19;0.07;0.09
12.76;-0.01;0.01;-0.07;0.19;0.07;0.09
12.80;-0.01;0.01;-0.07;0.19;0.07;0.09
12.84;-0.01;0.01;-0.07;0.19;0.07;0.09
12.88;-0.01;0.01;-0.06;0.19;0.07;0.09
12.92;-0.01;0.01;-0.06;0.19;0.07;0.09
12.96;-0.02;0.01;-0.05;0.19;0.07;0.09
13.00;-0.03;0.01;-0.05;0.19;0.07;0.09
13.04;-0.04;0.01;-0.05;0.19;0.07;0.09
13.08;-0.05;0.01;-0.05;0.19;0.07;0.08
13.12;-0.05;0.01;-0.04;0.19;0.07;0.08
13.16;-0.06;0.01;-0.04;0.19;0.07;0.08
13.20;-0.07;0.01;-0.04;0.19;0.07;0.08
13.24;-0.07;0.01;-0.04;0.19;0.07;0.08
13.28;-0.08;0.01;-0.04;0.19;0.07;0.07
13.32;-0.08;0.01;-0.04;0.19;0.07;0.07
13.36;-0.09;0.01;-0.04;0.19;0.08;0.06
13.40;-0.09;0.01;-0.04;0.19;0.08;0.06
13.44;-0.09;0.01;-0.04;0.19;0.09;0.05
13.48;-0.09;0.01;-0.04;0.19;0.10;0.05
13.52;-0.10;0.01;-0.04;0.19;0.10;0.04
13.56;-0.10;0.01;-0.04;0.19;0.10;0.04
13.60;-0.10;0.01;-0.03;0.19;0.10;0.04
13.64;-0.11;0.01;-0.03;0.19;0.10;0.03
13.68;-0.11;0.01;-0.03;0.18;0.11;0.03
13.72;-0.11;0.01;-0.03;0.18;0.11;0.02
13.76;-0.11;0.01;-0.03;0.18;0.12;0.01
13.80;-0.11;0.01;-0.03;0.18;0.13;0.01
13.84;-0.11;0.01;-0.02;0.18;0.13;0.00
13.88;-0.12;0.01;-0.02;0.18;0.14;-0.01
13.92;-0.12;0.01;-0.02;0.18;0.15;-0.01
13.96;-0.13;0.01;-0.03;0.18;0.16;-0.01
14.00;-0.13;0.01;-0.04;0.18;0.17;-0.02
14.04;-0.13;0.01;-0.05;0.18;0.17;-0.02
14.08;-0.13;0.01;-0.07;0.18;0.17;-0.03
14.12;-0.13;0.01;-0.08;0.18;0.18;-0.03
14.16;-0.13;0.01;-0.10;0.18;0.19;-0.03
14.20;-0.13;0.02;-0.11;0.18;0.19;-0.04
14.24;-0.13;0.02;-0.11;0.18;0.19;-0.04
14.28;-0.14;0.02;-0.13;0.18;0.19;-0.04
14.32;-0.14;0.02;-0.14;0.18;0.19;-0.04
14.36;-0.15;0.02;-0.17;0.18;0.19;-0.05
14.40;-0.15;0.02;-0.18;0.18;0.19;-0.05
14.44;-0.15;0.02;-0.21;0.18;0.19;-0.05
14.48;-0.16;0.02;-0.22;0.18;0.19;-0.05
14.52;-0.16;0.02;-0.24;0.18;0.19;-0.05
14.56;-0.17;0.02;-0.25;0.18;0.20;-0.06
14.60;-0.17;0.03;-0.27;0.18;0.20;-0.06
14.64;-0.18;0.03;-0.27;0.18;0.20;-0.06
14.68;-0.18;0.03;-0.28;0.18;0.20;-0.07
14.72;-0.19;0.03;-0.28;0.18;0.20;-0.07
14.76;-0.19;0.03;-0.28;0.18;0.20;-0.08
14.80;-0.20;0.03;-0.28;0.18;0.20;-0.08
14.84;-0.21;0.03;-0.28;0.18;0.20;-0.08
14.88;-0.22;0.03;-0.28;0.18;0.20;-0.09
14.92;-0.23;0.03;-0.28;0.18;0.20;-0.09
14.96;-0.25;0.04;-0.28;0.18;0.20;-0.09
15.00;-0.27;0.04;-0.28;0.18;0.20;-0.09
15.04;-0.28;0.04;-0.28;0.18;0.20;-0.09
15.08;-0.31;0.04;-0.28;0.18;0.20;-0.09
15.12;-0.33;0.04;-0.28;0.18;0.20;-0.09
15.16;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.20;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.24;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.28;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.32;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.36;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.40;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.44;-0.34;0.04;-0.28;0.18;0.20;-0.09
15.48;-0.35;0.05;-0.28;0.18;0.20;-0.08
15.52;-0.35;0.05;-0.28;0.18;0.20;-0.08
15.56;-0.35;0.05;-0.28;0.18;0.20;-0.08
15.60;-0.35;0.05;-0.28;0.18;0.20;-0.08
15.64;-0.35;0.05;-0.28;0.18;0.20;-0.08
15.68;-0.35;0.05;-0.28;0.18;0.20;-0.08
15.72;-0.35;0.05;-0.28;0.18;0.21;-0.08
15.76;-0.35;0.05;-0.28;0.18;0.21;-0.08
15.80;-0.35;0.05;-0.28;0.18;0.24;-0.08
15.84;-0.35;0.05;-0.28;0.18;0.26;-0.08
15.88;-0.35;0.05;-0.28;0.18;0.26;-0.08
15.92;-0.35;0.05;-0.28;0.18;0.26;-0.08
15.96;-0.35;0.05;-0.28;0.18;0.27;-0.08
16.00;-0.35;0.05;-0.27;0.18;0.28;-0.08
16.04;-0.35;0.05;-0.27;0.18;0.29;-0.08
16.08;-0.35;0.05;-0.27;0.18;0.29;-0.08
16.12;-0.35;0.05;-0.27;0.18;0.29;-0.08
16.16;-0.36;0.05;-0.27;0.18;0.29;-0.08
16.20;-0.37;0.05;-0.27;0.18;0.29;-0.08
16.24;-0.37;0.05;-0.27;0.18;0.29;-0.07
16.28;-0.38;0.05;-0.27;0.18;0.29;-0.07
16.32;-0.38;0.05;-0.27;0.18;0.29;-0.07
16.36;-0.38;0.05;-0.27;0.17;0.29;-0.07
16.40;-0.38;0.05;-0.27;0.17;0.29;-0.07
16.44;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.48;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.52;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.56;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.60;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.64;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.68;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.72;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.76;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.80;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.84;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.88;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.92;-0.38;0.05;-0.27;0.17;0.29;-0.08
16.96;-0.38;0.05;-0.27;0.17;0.29;-0.08
17.00;-0.38;0.05;-0.27;0.17;0.29;-0.08
17.04;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.08;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.12;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.16;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.20;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.24;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.28;-0.38;0.05;-0.27;0.17;0.29;-0.07
17.32;-0.38;0.05;-0.27;0.17;0.29;-0.06
17.36;-0.38;0.05;-0.27;0.17;0.29;-0.06
17.40;-0.38;0.05;-0.27;0.17;0.29;-0.06
17.44;-0.38;0.05;-0.27;0.17;0.29;-0.06
17.48;-0.38;0.05;-0.27;0.17;0.29;-0.06
17.52;-0.38;0.05;-0.26;0.17;0.29;-0.06
17.56;-0.38;0.05;-0.26;0.17;0.29;-0.06
17.60;-0.38;0.05;-0.26;0.17;0.29;-0.06
17.64;-0.38;0.05;-0.25;0.17;0.29;-0.06
17.68;-0.38;0.05;-0.24;0.17;0.29;-0.05
17.72;-0.38;0.05;-0.23;0.17;0.29;-0.04
17.76;-0.38;0.05;-0.22;0.17;0.29;-0.03
17.80;-0.38;0.05;-0.22;0.17;0.29;-0.02
17.84;-0.38;0.05;-0.22;0.17;0.29;-0.02
17.88;-0.38;0.05;-0.22;0.17;0.29;-0.01
17.92;-0.38;0.05;-0.22;0.17;0.29;-0.01
17.96;-0.38;0.05;-0.22;0.17;0.29;0.01
18.00;-0.38;0.05;-0.21;0.16;0.29;0.01
18.04;-0.38;0.05;-0.21;0.16;0.29;0.02
18.08;-0.38;0.05;-0.21;0.16;0.29;0.02
18.12;-0.38;0.05;-0.20;0.16;0.29;0.03
18.16;-0.38;0.05;-0.20;0.16;0.29;0.03
18.20;-0.38;0.05;-0.20;0.16;0.29;0.03
18.24;-0.38;0.05;-0.20;0.16;0.29;0.04
18.28;-0.37;0.05;-0.20;0.19;0.29;0.04
18.32;-0.37;0.05;-0.20;0.19;0.29;0.05
18.36;-0.37;0.05;-0.20;0.19;0.29;0.05
18.40;-0.37;0.06;-0.20;0.19;0.29;0.05
18.44;-0.37;0.06;-0.20;0.19;0.29;0.06
18.48;-0.37;0.06;-0.20;0.19;0.29;0.07
18.52;-0.37;0.06;-0.19;0.19;0.29;0.07
18.56;-0.37;0.06;-0.19;0.19;0.29;0.07
18.60;-0.37;0.06;-0.19;0.18;0.29;0.08
18.64;-0.37;0.06;-0.19;0.18;0.29;0.08
18.68;-0.37;0.06;-0.18;0.17;0.29;0.08
18.72;-0.37;0.06;-0.18;0.17;0.29;0.08
18.76;-0.37;0.06;-0.18;0.16;0.29;0.08
18.80;-0.37;0.06;-0.18;0.15;0.29;0.08
18.84;-0.37;0.06;-0.18;0.14;0.29;0.09
18.88;-0.37;0.06;-0.18;0.13;0.29;0.09
18.92;-0.37;0.06;-0.18;0.12;0.29;0.09
