time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes
1.12;0.0;-0.01;0.0;0.01;0.0;0.0;0.0;-1
1.16;0.0;-0.01;-0.01;0.01;0.0;0.0;-0.0016666666666666668;-1
1.2;0.0;-0.02;-0.01;0.01;0.0;0.0;-0.0033333333333333327;-1
1.24;0.0;-0.02;-0.01;0.01;0.0;0.0;-0.0033333333333333327;-1
1.28;0.0;-0.02;-0.01;0.01;0.0;0.0;-0.0033333333333333327;-1
1.32;0.0;-0.02;-0.01;0.01;0.0;0.0;-0.0033333333333333327;-1
1.36;0.0;-0.01;0.01;0.01;0.0;0.0;0.0016666666666666668;1
1.4;0.0;0.0;0.02;0.01;0.0;0.0;0.005;1
1.44;0.0;0.01;0.03;0.01;0.0;0.0;0.008333333333333333;1
1.48;0.0;0.02;0.03;0.01;0.0;0.0;0.01;1
1.52;0.0;0.03;0.04;0.01;0.0;0.0;0.013333333333333334;1
1.56;0.0;0.03;0.04;0.01;0.0;0.0;0.013333333333333334;1
1.6;0.0;0.04;0.03;0.01;0.0;0.0;0.013333333333333334;1
1.64;0.0;0.04;0.03;0.01;0.0;0.0;0.013333333333333334;1
1.68;0.0;0.04;0.03;0.01;0.0;0.0;0.013333333333333334;1
1.72;0.0;0.05;0.03;0.01;0.0;0.0;0.015;1
1.76;0.0;0.05;0.02;0.01;0.0;0.0;0.013333333333333334;1
1.8;0.0;0.05;0.01;0.01;0.0;0.0;0.011666666666666667;1
1.84;0.0;0.05;0.01;0.01;0.0;0.0;0.011666666666666667;1
1.88;0.0;0.05;0.01;0.01;0.0;0.0;0.011666666666666667;1
1.92;0.0;0.05;0.0;0.01;0.0;0.0;0.01;1
1.96;0.0;0.05;0.0;0.01;0.0;0.0;0.01;1
2.0;0.0;0.05;0.0;0.01;0.0;0.0;0.01;1
2.04;0.0;0.05;0.0;0.01;0.0;0.0;0.01;1
2.08;0.0;0.05;0.01;0.01;0.0;0.0;0.011666666666666667;1
2.12;-0.01;0.05;0.01;0.01;0.0;0.0;0.01;1
2.16;-0.01;0.05;0.01;0.01;0.0;0.0;0.01;1
2.2;-0.01;0.05;0.01;0.01;0.0;0.0;0.01;1
2.24;-0.01;0.05;0.01;0.01;0.0;0.0;0.01;1
2.28;-0.01;0.05;0.01;0.01;0.0;0.01;0.011666666666666667;1
2.32;-0.01;0.05;0.01;0.01;0.0;0.01;0.011666666666666667;1
2.36;-0.01;0.05;0.01;0.01;0.0;0.01;0.011666666666666667;1
2.4;-0.01;0.05;0.01;0.01;0.0;0.01;0.011666666666666667;1
2.44;-0.01;0.06;0.01;0.01;0.0;0.01;0.01333333333333333;1
2.48;-0.01;0.07;0.01;0.01;0.0;0.01;0.015;1
2.52;-0.01;0.09;0.01;0.01;0.0;0.01;0.01833333333333333;1
2.56;-0.01;0.09;0.0;0.01;0.0;0.01;0.016666666666666666;1
2.6;-0.01;0.1;0.0;0.01;0.0;0.01;0.018333333333333333;1
2.64;-0.01;0.11;0.0;0.01;0.0;0.01;0.02;1
2.68;-0.01;0.12;0.0;0.01;0.0;0.01;0.021666666666666667;1
2.72;-0.01;0.13;0.0;0.01;0.0;0.01;0.023333333333333334;1
2.76;-0.01;0.14;-0.01;0.01;0.0;0.01;0.023333333333333334;1
2.8;-0.01;0.14;-0.01;0.01;0.0;0.01;0.023333333333333334;1
2.84;-0.01;0.14;-0.01;0.01;0.0;0.01;0.023333333333333334;1
2.88;-0.01;0.14;-0.01;0.01;0.0;0.01;0.023333333333333334;1
2.92;-0.01;0.14;-0.01;0.01;0.0;0.01;0.023333333333333334;1
2.96;-0.01;0.14;0.02;0.01;0.0;0.01;0.028333333333333335;1
3.0;-0.01;0.14;0.04;0.01;0.0;0.01;0.03166666666666667;1
3.04;-0.01;0.14;0.07;0.01;0.0;0.01;0.036666666666666674;1
3.08;-0.01;0.14;0.1;0.01;0.0;0.01;0.041666666666666664;1
3.12;-0.01;0.14;0.12;0.01;0.0;0.01;0.045000000000000005;1
3.16;-0.01;0.15;0.13;0.01;0.0;0.01;0.04833333333333334;1
3.2;-0.01;0.15;0.16;0.01;0.0;0.01;0.05333333333333334;1
3.24;-0.01;0.15;0.17;0.01;0.0;0.01;0.055;1
3.28;-0.01;0.16;0.17;0.01;0.0;0.01;0.05666666666666667;1
3.32;-0.0;0.16;0.17;0.01;0.0;0.01;0.05833333333333334;1
3.36;-0.0;0.16;0.17;0.01;0.0;0.01;0.05833333333333334;1
3.4;-0.0;0.17;0.17;0.01;0.0;0.01;0.060000000000000005;1
3.44;-0.0;0.17;0.17;0.01;0.0;0.01;0.060000000000000005;1
3.48;-0.0;0.17;0.18;0.01;0.0;0.01;0.06166666666666667;1
3.52;-0.0;0.17;0.19;0.01;0.0;0.01;0.06333333333333334;1
3.56;-0.0;0.18;0.2;0.01;0.0;0.01;0.06666666666666667;1
3.6;-0.0;0.18;0.2;0.02;0.0;0.01;0.06833333333333334;1
3.64;0.0;0.18;0.2;0.02;0.0;0.02;0.07;1
3.68;0.0;0.18;0.2;0.03;0.0;0.02;0.07166666666666667;1
3.72;0.0;0.18;0.2;0.03;0.0;0.02;0.07166666666666667;1
3.76;0.0;0.18;0.19;0.03;0.0;0.02;0.07;1
3.8;0.0;0.18;0.18;0.04;0.0;0.02;0.06999999999999999;1
3.84;0.0;0.18;0.18;0.04;0.0;0.02;0.06999999999999999;1
3.88;0.01;0.18;0.18;0.05;0.0;0.02;0.07333333333333333;1
3.92;0.01;0.18;0.18;0.05;0.01;0.02;0.075;1
3.96;0.02;0.18;0.18;0.05;0.01;0.02;0.07666666666666667;1
4.0;0.03;0.18;0.18;0.05;0.02;0.02;0.08;1
4.04;0.03;0.18;0.18;0.05;0.02;0.02;0.08;1
4.08;0.04;0.18;0.18;0.05;0.02;0.03;0.08333333333333333;1
4.12;0.06;0.18;0.18;0.06;0.02;0.03;0.08833333333333333;1
4.16;0.08;0.18;0.18;0.06;0.02;0.04;0.09333333333333334;1
4.2;0.08;0.18;0.18;0.06;0.02;0.06;0.09666666666666668;1
4.24;0.08;0.18;0.18;0.06;0.04;0.07;0.10166666666666668;1
4.28;0.08;0.18;0.18;0.06;0.06;0.09;0.10833333333333334;1
4.32;0.08;0.18;0.18;0.06;0.06;0.09;0.10833333333333334;1
4.36;0.08;0.18;0.18;0.06;0.07;0.09;0.11;1
4.4;0.08;0.18;0.17;0.06;0.08;0.1;0.11166666666666668;1
4.44;0.08;0.18;0.17;0.06;0.09;0.1;0.11333333333333334;1
4.48;0.08;0.18;0.17;0.06;0.11;0.1;0.11666666666666668;1
4.52;0.09;0.18;0.17;0.06;0.11;0.1;0.11833333333333333;1
4.56;0.09;0.18;0.17;0.06;0.12;0.1;0.12;1
4.6;0.09;0.18;0.17;0.06;0.12;0.1;0.12;1
4.64;0.09;0.18;0.17;0.06;0.13;0.1;0.12166666666666666;1
4.68;0.09;0.18;0.17;0.06;0.14;0.1;0.12333333333333334;1
4.72;0.09;0.18;0.17;0.06;0.14;0.1;0.12333333333333334;1
4.76;0.09;0.18;0.17;0.06;0.14;0.11;0.125;1
4.8;0.09;0.18;0.17;0.06;0.14;0.12;0.12666666666666668;1
4.84;0.09;0.18;0.17;0.06;0.14;0.12;0.12666666666666668;1
4.88;0.09;0.18;0.17;0.06;0.14;0.12;0.12666666666666668;1
4.92;0.09;0.18;0.17;0.06;0.14;0.12;0.12666666666666668;1
4.96;0.09;0.18;0.17;0.06;0.14;0.13;0.12833333333333333;1
5.0;0.09;0.18;0.17;0.06;0.14;0.14;0.13;1
5.04;0.09;0.18;0.16;0.06;0.14;0.15;0.13000000000000003;1
5.08;0.09;0.18;0.16;0.06;0.14;0.16;0.13166666666666668;1
5.12;0.09;0.18;0.16;0.06;0.14;0.16;0.13166666666666668;1
5.16;0.09;0.18;0.16;0.06;0.14;0.16;0.13166666666666668;1
5.2;0.09;0.18;0.16;0.06;0.14;0.16;0.13166666666666668;1
5.24;0.1;0.18;0.16;0.06;0.14;0.16;0.13333333333333333;1
5.28;0.1;0.18;0.16;0.06;0.14;0.16;0.13333333333333333;1
5.32;0.1;0.18;0.16;0.06;0.14;0.16;0.13333333333333333;1
5.36;0.1;0.18;0.15;0.06;0.14;0.16;0.13166666666666668;1
5.4;0.1;0.18;0.15;0.06;0.14;0.16;0.13166666666666668;1
5.44;0.1;0.18;0.15;0.06;0.14;0.16;0.13166666666666668;1
5.48;0.1;0.18;0.15;0.06;0.14;0.16;0.13166666666666668;1
5.52;0.1;0.18;0.15;0.06;0.14;0.16;0.13166666666666668;1
5.56;0.11;0.18;0.15;0.06;0.14;0.16;0.13333333333333333;1
5.6;0.11;0.18;0.15;0.06;0.14;0.16;0.13333333333333333;1
5.64;0.11;0.18;0.15;0.06;0.14;0.16;0.13333333333333333;1
5.68;0.11;0.18;0.15;0.06;0.15;0.16;0.13499999999999998;1
5.72;0.11;0.18;0.15;0.06;0.16;0.16;0.13666666666666666;1
5.76;0.11;0.18;0.15;0.06;0.16;0.16;0.13666666666666666;1
5.8;0.11;0.18;0.15;0.06;0.16;0.16;0.13666666666666666;1
5.84;0.11;0.18;0.15;0.06;0.16;0.16;0.13666666666666666;1
5.88;0.11;0.18;0.15;0.06;0.16;0.16;0.13666666666666666;1
5.92;0.12;0.18;0.15;0.06;0.16;0.16;0.13833333333333334;1
5.96;0.12;0.18;0.15;0.06;0.16;0.16;0.13833333333333334;1
6.0;0.12;0.18;0.15;0.06;0.16;0.16;0.13833333333333334;1
6.04;0.12;0.18;0.15;0.06;0.16;0.16;0.13833333333333334;1
6.08;0.12;0.18;0.15;0.07;0.15;0.16;0.13833333333333334;1
6.12;0.13;0.18;0.15;0.07;0.15;0.16;0.14;1
6.16;0.14;0.18;0.15;0.07;0.15;0.15;0.14;1
6.2;0.14;0.18;0.15;0.07;0.14;0.15;0.13833333333333334;1
6.24;0.14;0.18;0.15;0.07;0.14;0.14;0.1366666666666667;1
6.28;0.14;0.18;0.15;0.07;0.14;0.14;0.1366666666666667;1
6.32;0.14;0.18;0.15;0.07;0.13;0.14;0.135;1
6.36;0.14;0.18;0.15;0.07;0.13;0.14;0.135;1
6.4;0.14;0.18;0.15;0.07;0.13;0.14;0.135;1
6.44;0.14;0.18;0.15;0.07;0.13;0.14;0.135;1
6.48;0.14;0.16;0.15;0.07;0.12;0.14;0.13;1
6.52;0.14;0.16;0.15;0.07;0.12;0.14;0.13;1
6.56;0.14;0.16;0.15;0.07;0.12;0.14;0.13;1
6.6;0.14;0.16;0.15;0.07;0.12;0.14;0.13;1
6.64;0.14;0.16;0.15;0.07;0.12;0.13;0.12833333333333333;1
6.68;0.14;0.16;0.15;0.07;0.12;0.13;0.12833333333333333;1
6.72;0.14;0.15;0.15;0.07;0.12;0.13;0.12666666666666668;1
6.76;0.14;0.15;0.15;0.07;0.12;0.13;0.12666666666666668;1
6.8;0.14;0.15;0.15;0.07;0.12;0.13;0.12666666666666668;1
6.84;0.14;0.15;0.15;0.07;0.12;0.12;0.125;1
6.88;0.14;0.15;0.15;0.07;0.12;0.12;0.125;1
6.92;0.14;0.15;0.15;0.07;0.12;0.12;0.125;1
6.96;0.14;0.15;0.15;0.07;0.12;0.12;0.125;1
7.0;0.14;0.15;0.15;0.07;0.11;0.11;0.12166666666666666;1
7.04;0.14;0.15;0.15;0.07;0.11;0.11;0.12166666666666666;1
7.08;0.14;0.15;0.15;0.07;0.11;0.1;0.12;1
7.12;0.14;0.15;0.15;0.07;0.11;0.1;0.12;1
7.16;0.14;0.15;0.15;0.07;0.1;0.1;0.11833333333333333;1
7.2;0.14;0.15;0.15;0.07;0.1;0.1;0.11833333333333333;1
7.24;0.14;0.15;0.15;0.07;0.1;0.1;0.11833333333333333;1
7.28;0.14;0.15;0.15;0.07;0.1;0.1;0.11833333333333333;1
7.32;0.14;0.15;0.15;0.07;0.09;0.09;0.11499999999999999;1
7.36;0.14;0.15;0.15;0.07;0.09;0.09;0.11499999999999999;1
7.4;0.14;0.15;0.15;0.07;0.09;0.09;0.11499999999999999;1
7.44;0.14;0.15;0.15;0.07;0.09;0.09;0.11499999999999999;1
7.48;0.14;0.16;0.15;0.07;0.09;0.09;0.11666666666666665;1
7.52;0.14;0.16;0.15;0.07;0.09;0.09;0.11666666666666665;1
7.56;0.14;0.16;0.15;0.07;0.09;0.09;0.11666666666666665;1
7.6;0.14;0.16;0.15;0.07;0.09;0.09;0.11666666666666665;1
7.64;0.14;0.16;0.15;0.07;0.09;0.09;0.11666666666666665;1
7.68;0.14;0.16;0.16;0.07;0.09;0.09;0.11833333333333333;1
7.72;0.14;0.16;0.16;0.07;0.1;0.09;0.12;1
7.76;0.14;0.16;0.16;0.07;0.11;0.09;0.12166666666666666;1
7.8;0.15;0.16;0.16;0.07;0.11;0.09;0.12333333333333334;1
7.84;0.15;0.16;0.16;0.07;0.12;0.09;0.125;1
7.88;0.15;0.16;0.16;0.07;0.12;0.09;0.125;1
7.92;0.15;0.16;0.16;0.07;0.13;0.09;0.12666666666666668;1
7.96;0.15;0.16;0.16;0.07;0.13;0.09;0.12666666666666668;1
8.0;0.15;0.16;0.16;0.07;0.13;0.09;0.12666666666666668;1
8.04;0.15;0.16;0.16;0.06;0.13;0.09;0.125;1
8.08;0.15;0.16;0.16;0.06;0.13;0.09;0.125;1
8.12;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.16;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.2;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.24;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.28;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.32;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.36;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.4;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.44;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.48;0.15;0.16;0.16;0.06;0.14;0.09;0.12666666666666668;1
8.52;0.16;0.16;0.16;0.06;0.14;0.09;0.12833333333333333;1
8.56;0.16;0.16;0.16;0.06;0.14;0.09;0.12833333333333333;1
8.6;0.17;0.16;0.16;0.06;0.14;0.09;0.13;1
8.64;0.17;0.16;0.16;0.06;0.14;0.09;0.13;1
8.68;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.72;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.76;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.8;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.84;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.88;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.92;0.17;0.16;0.16;0.06;0.15;0.09;0.13166666666666668;1
8.96;0.17;0.16;0.16;0.06;0.16;0.09;0.13333333333333333;1
9.0;0.17;0.16;0.16;0.06;0.16;0.09;0.13333333333333333;1
9.04;0.17;0.16;0.16;0.06;0.16;0.09;0.13333333333333333;1
9.08;0.17;0.16;0.16;0.06;0.16;0.09;0.13333333333333333;1
9.12;0.17;0.16;0.16;0.06;0.16;0.09;0.13333333333333333;1
9.16;0.17;0.16;0.16;0.06;0.16;0.09;0.13333333333333333;1
9.2;0.17;0.16;0.16;0.06;0.17;0.09;0.135;1
9.24;0.17;0.16;0.16;0.06;0.18;0.09;0.13666666666666666;1
9.28;0.17;0.16;0.16;0.06;0.18;0.09;0.13666666666666666;1
9.32;0.17;0.16;0.16;0.06;0.19;0.09;0.13833333333333334;1
9.36;0.18;0.16;0.16;0.06;0.2;0.09;0.14166666666666666;1
9.4;0.18;0.16;0.16;0.06;0.2;0.09;0.14166666666666666;1
9.44;0.18;0.16;0.16;0.06;0.2;0.09;0.14166666666666666;1
9.48;0.18;0.16;0.16;0.06;0.2;0.09;0.14166666666666666;1
9.52;0.19;0.16;0.16;0.06;0.2;0.09;0.14333333333333334;1
9.56;0.19;0.16;0.16;0.06;0.2;0.09;0.14333333333333334;1
9.6;0.19;0.16;0.16;0.06;0.2;0.09;0.14333333333333334;1
9.64;0.19;0.16;0.16;0.06;0.2;0.09;0.14333333333333334;1
9.68;0.19;0.16;0.16;0.06;0.2;0.09;0.14333333333333334;1
9.72;0.2;0.16;0.16;0.06;0.2;0.09;0.145;1
9.76;0.2;0.16;0.16;0.06;0.2;0.09;0.145;1
9.8;0.21;0.16;0.16;0.06;0.2;0.09;0.14666666666666667;1
9.84;0.21;0.16;0.16;0.06;0.2;0.09;0.14666666666666667;1
9.88;0.23;0.16;0.16;0.06;0.2;0.09;0.15;1
9.92;0.23;0.16;0.16;0.06;0.2;0.09;0.15;1
9.96;0.24;0.16;0.16;0.06;0.2;0.09;0.15166666666666667;1
10.0;0.24;0.16;0.16;0.06;0.2;0.09;0.15166666666666667;1
10.04;0.24;0.16;0.16;0.06;0.2;0.09;0.15166666666666667;1
10.08;0.25;0.16;0.16;0.05;0.2;0.09;0.15166666666666667;1
10.12;0.25;0.16;0.16;0.05;0.2;0.09;0.15166666666666667;1
10.16;0.25;0.16;0.16;0.05;0.2;0.09;0.15166666666666667;1
10.2;0.25;0.16;0.16;0.05;0.2;0.09;0.15166666666666667;1
10.24;0.25;0.16;0.16;0.05;0.2;0.09;0.15166666666666667;1
10.28;0.25;0.16;0.16;0.05;0.2;0.09;0.15166666666666667;1
10.32;0.25;0.17;0.16;0.05;0.2;0.09;0.15333333333333335;1
10.36;0.25;0.17;0.16;0.05;0.2;0.09;0.15333333333333335;1
10.4;0.25;0.17;0.16;0.05;0.2;0.09;0.15333333333333335;1
10.44;0.25;0.17;0.16;0.04;0.2;0.09;0.15166666666666667;1
10.48;0.25;0.17;0.16;0.04;0.2;0.09;0.15166666666666667;1
10.52;0.25;0.17;0.16;0.04;0.2;0.09;0.15166666666666667;1
10.56;0.25;0.17;0.16;0.04;0.2;0.09;0.15166666666666667;1
10.6;0.25;0.17;0.16;0.04;0.2;0.09;0.15166666666666667;1
10.64;0.25;0.17;0.16;0.04;0.2;0.09;0.15166666666666667;1
10.68;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.72;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.76;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.8;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.84;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.88;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.92;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
10.96;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
11.0;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
11.04;0.25;0.17;0.16;0.03;0.2;0.09;0.15;1
11.08;0.25;0.18;0.16;0.03;0.21;0.09;0.15333333333333332;1
11.12;0.25;0.18;0.16;0.03;0.21;0.09;0.15333333333333332;1
11.16;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.2;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.24;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.28;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.32;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.36;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.4;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.44;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.48;0.25;0.18;0.16;0.03;0.22;0.09;0.155;1
11.52;0.25;0.18;0.15;0.03;0.22;0.09;0.15333333333333332;1
11.56;0.26;0.18;0.15;0.03;0.22;0.09;0.155;1
11.6;0.26;0.18;0.15;0.04;0.22;0.09;0.15666666666666665;1
11.64;0.27;0.18;0.15;0.04;0.22;0.09;0.15833333333333333;1
11.68;0.27;0.19;0.15;0.04;0.22;0.09;0.16;1
11.72;0.27;0.19;0.15;0.04;0.22;0.09;0.16;1
11.76;0.27;0.18;0.15;0.04;0.22;0.09;0.15833333333333333;1
11.8;0.27;0.18;0.15;0.05;0.22;0.09;0.16;1
11.84;0.27;0.18;0.15;0.05;0.21;0.09;0.15833333333333333;1
11.88;0.27;0.18;0.15;0.05;0.21;0.09;0.15833333333333333;1
11.92;0.27;0.18;0.15;0.05;0.2;0.09;0.15666666666666668;1
11.96;0.27;0.18;0.15;0.06;0.2;0.09;0.1583333333333333;1
12.0;0.27;0.18;0.15;0.06;0.2;0.09;0.1583333333333333;1
12.04;0.27;0.18;0.15;0.06;0.19;0.09;0.15666666666666665;1
12.08;0.27;0.18;0.15;0.06;0.19;0.09;0.15666666666666665;1
12.12;0.27;0.18;0.15;0.06;0.19;0.09;0.15666666666666665;1
12.16;0.27;0.18;0.15;0.06;0.19;0.09;0.15666666666666665;1
12.2;0.27;0.18;0.15;0.06;0.19;0.09;0.15666666666666665;1
12.24;0.27;0.18;0.16;0.07;0.19;0.09;0.15999999999999998;1
12.28;0.27;0.18;0.16;0.07;0.19;0.09;0.15999999999999998;1
12.32;0.27;0.18;0.17;0.07;0.19;0.09;0.16166666666666665;1
12.36;0.27;0.18;0.17;0.07;0.19;0.09;0.16166666666666665;1
12.4;0.27;0.18;0.18;0.07;0.19;0.09;0.1633333333333333;1
12.44;0.27;0.18;0.18;0.07;0.2;0.09;0.16499999999999998;1
12.48;0.27;0.18;0.19;0.07;0.2;0.09;0.16666666666666666;1
12.52;0.27;0.18;0.19;0.07;0.21;0.09;0.16833333333333333;1
12.56;0.27;0.18;0.19;0.07;0.21;0.09;0.16833333333333333;1
12.6;0.27;0.18;0.19;0.07;0.21;0.09;0.16833333333333333;1
12.64;0.27;0.18;0.19;0.07;0.21;0.09;0.16833333333333333;1
12.68;0.27;0.18;0.19;0.07;0.21;0.09;0.16833333333333333;1
12.72;0.28;0.18;0.2;0.07;0.22;0.09;0.17333333333333334;1
12.76;0.28;0.18;0.21;0.07;0.22;0.09;0.17500000000000002;1
12.8;0.28;0.18;0.21;0.07;0.22;0.09;0.17500000000000002;1
12.84;0.28;0.18;0.21;0.07;0.22;0.1;0.17666666666666667;1
12.88;0.29;0.18;0.21;0.07;0.22;0.1;0.17833333333333334;1
12.92;0.3;0.18;0.21;0.07;0.22;0.11;0.18166666666666667;1
12.96;0.31;0.18;0.21;0.07;0.22;0.12;0.18499999999999997;1
13.0;0.32;0.18;0.2;0.07;0.22;0.12;0.18499999999999997;1
13.04;0.32;0.18;0.2;0.07;0.22;0.12;0.18499999999999997;1
13.08;0.32;0.18;0.2;0.07;0.22;0.12;0.18499999999999997;1
13.12;0.32;0.18;0.2;0.07;0.22;0.12;0.18499999999999997;1
13.16;0.32;0.18;0.2;0.07;0.22;0.12;0.18499999999999997;1
13.2;0.32;0.18;0.19;0.07;0.22;0.12;0.18333333333333335;1
13.24;0.32;0.18;0.19;0.07;0.22;0.12;0.18333333333333335;1
13.28;0.32;0.18;0.18;0.07;0.22;0.12;0.18166666666666664;1
13.32;0.32;0.18;0.18;0.07;0.22;0.12;0.18166666666666664;1
13.36;0.32;0.18;0.18;0.07;0.22;0.12;0.18166666666666664;1
13.4;0.32;0.18;0.18;0.07;0.22;0.12;0.18166666666666664;1
13.44;0.32;0.18;0.18;0.07;0.22;0.12;0.18166666666666664;1
13.48;0.32;0.18;0.18;0.07;0.22;0.12;0.18166666666666664;1
13.52;0.32;0.18;0.18;0.07;0.23;0.12;0.18333333333333335;1
13.56;0.32;0.18;0.18;0.07;0.23;0.12;0.18333333333333335;1
13.6;0.32;0.18;0.18;0.07;0.23;0.12;0.18333333333333335;1
13.64;0.32;0.18;0.18;0.07;0.23;0.12;0.18333333333333335;1
13.68;0.32;0.18;0.18;0.07;0.23;0.12;0.18333333333333335;1
13.72;0.31;0.18;0.18;0.07;0.23;0.12;0.18166666666666664;1
13.76;0.3;0.18;0.17;0.07;0.23;0.12;0.17833333333333332;1
13.8;0.3;0.18;0.17;0.07;0.23;0.12;0.17833333333333332;1
13.84;0.29;0.18;0.16;0.07;0.23;0.12;0.17499999999999996;1
13.88;0.29;0.18;0.15;0.07;0.23;0.12;0.17333333333333334;1
13.92;0.29;0.18;0.14;0.07;0.23;0.12;0.17166666666666663;1
13.96;0.29;0.18;0.14;0.07;0.23;0.12;0.17166666666666663;1
14.0;0.29;0.18;0.13;0.07;0.23;0.12;0.17;1
14.04;0.29;0.18;0.12;0.07;0.23;0.12;0.1683333333333333;1
14.08;0.29;0.18;0.12;0.07;0.23;0.12;0.1683333333333333;1
14.12;0.29;0.18;0.11;0.07;0.23;0.12;0.16666666666666666;1
14.16;0.29;0.18;0.11;0.07;0.23;0.12;0.16666666666666666;1
14.2;0.29;0.18;0.1;0.07;0.23;0.12;0.16499999999999998;1
14.24;0.29;0.18;0.1;0.07;0.24;0.12;0.16666666666666666;1
14.28;0.28;0.18;0.09;0.07;0.24;0.12;0.16333333333333336;1
14.32;0.28;0.18;0.08;0.07;0.24;0.12;0.16166666666666668;1
14.36;0.28;0.18;0.08;0.07;0.24;0.12;0.16166666666666668;1
14.4;0.28;0.18;0.07;0.07;0.25;0.12;0.16166666666666668;1
14.44;0.27;0.18;0.07;0.07;0.25;0.12;0.16;1
14.48;0.27;0.18;0.07;0.07;0.25;0.12;0.16;1
14.52;0.27;0.18;0.07;0.07;0.25;0.12;0.16;1
14.56;0.27;0.18;0.07;0.07;0.25;0.12;0.16;1
14.6;0.27;0.18;0.07;0.07;0.25;0.12;0.16;1
