time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.80;0.00;0.00;0.04;0.06;0.21;0.00
1.84;0.00;0.00;0.04;0.07;0.22;0.00
1.88;0.00;0.00;0.04;0.07;0.22;0.00
1.92;0.00;0.00;0.04;0.07;0.23;0.00
1.96;0.00;0.00;0.04;0.07;0.25;0.00
2.00;0.00;0.00;0.04;0.07;0.26;0.00
2.04;0.00;0.00;0.04;0.07;0.28;0.00
2.08;0.00;0.00;0.04;0.07;0.29;0.00
2.12;0.00;0.00;0.04;0.07;0.30;0.00
2.16;0.00;0.01;0.04;0.07;0.32;0.00
2.20;0.00;0.03;0.04;0.07;0.36;0.00
2.24;0.00;0.04;0.04;0.07;0.38;0.00
2.28;0.00;0.05;0.04;0.07;0.38;0.00
2.32;0.00;0.05;0.04;0.07;0.38;0.00
2.36;0.00;0.06;0.03;0.07;0.38;0.00
2.40;0.01;0.06;0.03;0.07;0.38;0.00
2.44;0.02;0.06;0.03;0.07;0.38;0.00
2.48;0.03;0.06;0.03;0.07;0.38;0.00
2.52;0.03;0.06;0.02;0.07;0.38;0.00
2.56;0.04;0.06;0.02;0.07;0.38;0.00
2.60;0.04;0.06;0.02;0.07;0.38;0.00
2.64;0.03;0.06;0.01;0.07;0.38;0.00
2.68;0.02;0.06;-0.01;0.07;0.38;0.00
2.72;0.02;0.06;-0.01;0.07;0.38;0.00
2.76;0.01;0.06;-0.03;0.07;0.38;0.00
2.80;0.00;0.06;-0.04;0.07;0.38;0.00
2.84;0.00;0.06;-0.04;0.07;0.38;0.00
2.88;0.00;0.06;-0.05;0.07;0.38;0.00
2.92;0.00;0.06;-0.05;0.07;0.38;0.00
2.96;0.00;0.06;-0.05;0.07;0.37;0.00
3.00;0.00;0.06;-0.06;0.07;0.37;0.00
3.04;0.00;0.06;-0.06;0.07;0.37;0.00
3.08;0.00;0.06;-0.06;0.07;0.37;0.00
3.12;0.00;0.06;-0.07;0.07;0.37;0.00
3.16;0.00;0.06;-0.07;0.07;0.37;0.00
3.20;0.00;0.06;-0.07;0.07;0.37;0.00
3.24;0.01;0.06;-0.07;0.07;0.37;0.00
3.28;0.01;0.06;-0.07;0.07;0.37;0.00
3.32;0.01;0.06;-0.06;0.07;0.37;0.00
3.36;0.01;0.06;-0.06;0.07;0.37;0.00
3.40;0.03;0.06;-0.06;0.07;0.37;0.00
3.44;0.03;0.06;-0.06;0.07;0.36;0.01
3.48;0.03;0.07;-0.05;0.07;0.36;0.02
3.52;0.03;0.08;-0.04;0.07;0.36;0.02
3.56;0.04;0.09;-0.04;0.07;0.36;0.02
3.60;0.05;0.10;-0.04;0.07;0.36;0.02
3.64;0.07;0.10;-0.05;0.07;0.36;0.03
3.68;0.07;0.10;-0.05;0.07;0.36;0.03
3.72;0.08;0.10;-0.05;0.07;0.36;0.03
3.76;0.08;0.10;-0.05;0.07;0.35;0.03
3.80;0.10;0.10;-0.05;0.07;0.35;0.03
3.84;0.11;0.10;-0.05;0.07;0.35;0.03
3.88;0.12;0.10;-0.05;0.07;0.35;0.03
3.92;0.12;0.10;-0.05;0.07;0.35;0.03
3.96;0.12;0.10;-0.05;0.07;0.35;0.03
4.00;0.12;0.10;-0.05;0.07;0.35;0.03
4.04;0.12;0.10;-0.04;0.07;0.35;0.03
4.08;0.12;0.11;-0.04;0.07;0.35;0.04
4.12;0.12;0.11;-0.04;0.07;0.35;0.04
4.16;0.12;0.11;-0.04;0.07;0.35;0.04
4.20;0.12;0.11;-0.04;0.07;0.35;0.04
4.24;0.12;0.12;-0.04;0.07;0.35;0.04
4.28;0.12;0.12;-0.04;0.07;0.35;0.04
4.32;0.12;0.14;-0.04;0.07;0.34;0.04
4.36;0.12;0.15;-0.04;0.07;0.34;0.04
4.40;0.12;0.18;-0.04;0.07;0.34;0.04
4.44;0.12;0.18;-0.03;0.07;0.34;0.04
4.48;0.12;0.18;-0.03;0.07;0.34;0.04
4.52;0.12;0.18;-0.03;0.07;0.34;0.04
4.56;0.12;0.18;-0.02;0.07;0.34;0.04
4.60;0.12;0.18;-0.02;0.07;0.34;0.04
4.64;0.12;0.18;-0.02;0.07;0.34;0.04
4.68;0.12;0.19;-0.01;0.07;0.34;0.04
4.72;0.12;0.19;-0.01;0.07;0.34;0.05
4.76;0.12;0.19;-0.00;0.07;0.34;0.05
4.80;0.12;0.19;-0.00;0.07;0.34;0.05
4.84;0.12;0.19;0.00;0.07;0.34;0.05
4.88;0.12;0.19;0.00;0.07;0.34;0.05
4.92;0.13;0.20;0.01;0.07;0.34;0.05
4.96;0.13;0.20;0.03;0.07;0.34;0.05
5.00;0.13;0.20;0.03;0.07;0.34;0.05
5.04;0.13;0.20;0.04;0.07;0.34;0.05
5.08;0.13;0.21;0.05;0.07;0.34;0.05
5.12;0.13;0.21;0.06;0.07;0.34;0.05
5.16;0.13;0.21;0.07;0.07;0.34;0.05
5.20;0.13;0.21;0.08;0.06;0.34;0.05
5.24;0.13;0.21;0.09;0.06;0.34;0.05
5.28;0.13;0.21;0.09;0.06;0.34;0.05
5.32;0.13;0.21;0.09;0.06;0.34;0.05
5.36;0.13;0.21;0.09;0.06;0.34;0.05
5.40;0.13;0.21;0.09;0.06;0.34;0.05
5.44;0.14;0.21;0.10;0.06;0.34;0.05
5.48;0.14;0.21;0.11;0.06;0.34;0.05
5.52;0.14;0.21;0.12;0.06;0.34;0.05
5.56;0.14;0.21;0.13;0.04;0.34;0.05
5.60;0.14;0.21;0.14;0.03;0.34;0.05
5.64;0.14;0.21;0.14;0.03;0.34;0.05
5.68;0.14;0.21;0.14;0.03;0.34;0.05
5.72;0.14;0.21;0.15;0.03;0.34;0.04
5.76;0.14;0.21;0.15;0.03;0.34;0.04
5.80;0.14;0.21;0.15;0.03;0.34;0.04
5.84;0.14;0.21;0.15;0.03;0.34;0.04
5.88;0.14;0.21;0.15;0.03;0.34;0.04
5.92;0.14;0.21;0.15;0.03;0.34;0.04
5.96;0.14;0.21;0.15;0.02;0.34;0.04
6.00;0.14;0.21;0.15;0.02;0.35;0.04
6.04;0.14;0.21;0.15;0.02;0.35;0.04
6.08;0.14;0.21;0.15;0.01;0.36;0.04
6.12;0.14;0.20;0.15;0.00;0.36;0.04
6.16;0.14;0.20;0.15;-0.01;0.37;0.04
6.20;0.14;0.20;0.15;-0.01;0.37;0.04
6.24;0.14;0.20;0.15;-0.03;0.38;0.04
6.28;0.14;0.20;0.15;-0.03;0.39;0.04
6.32;0.14;0.20;0.15;-0.04;0.39;0.03
6.36;0.14;0.20;0.15;-0.06;0.39;0.01
6.40;0.14;0.20;0.15;-0.07;0.40;-0.00
6.44;0.14;0.20;0.15;-0.07;0.41;-0.01
6.48;0.14;0.20;0.15;-0.08;0.41;-0.01
6.52;0.14;0.20;0.15;-0.08;0.42;-0.01
6.56;0.14;0.20;0.15;-0.09;0.43;-0.01
6.60;0.14;0.20;0.15;-0.09;0.44;-0.01
6.64;0.14;0.20;0.15;-0.10;0.44;-0.01
6.68;0.14;0.20;0.15;-0.11;0.44;-0.01
6.72;0.14;0.20;0.15;-0.15;0.44;-0.01
6.76;0.14;0.20;0.15;-0.19;0.44;-0.01
6.80;0.14;0.20;0.15;-0.19;0.44;-0.01
6.84;0.14;0.20;0.15;-0.19;0.44;-0.01
6.88;0.14;0.20;0.15;-0.19;0.44;-0.01
6.92;0.14;0.20;0.15;-0.19;0.44;-0.01
6.96;0.14;0.20;0.15;-0.19;0.44;-0.01
7.00;0.14;0.20;0.12;-0.19;0.44;-0.01
7.04;0.14;0.20;0.09;-0.19;0.44;-0.01
7.08;0.14;0.20;0.07;-0.18;0.44;-0.01
7.12;0.14;0.20;0.04;-0.19;0.44;-0.01
7.16;0.14;0.20;0.02;-0.19;0.44;-0.01
7.20;0.14;0.20;0.00;-0.19;0.44;-0.01
7.24;0.14;0.20;-0.01;-0.19;0.44;-0.01
7.28;0.14;0.20;-0.01;-0.19;0.44;-0.01
7.32;0.14;0.20;-0.02;-0.19;0.44;-0.01
7.36;0.14;0.20;-0.03;-0.19;0.44;-0.01
7.40;0.14;0.20;-0.04;-0.19;0.44;-0.01
7.44;0.14;0.20;-0.06;-0.19;0.44;-0.01
7.48;0.14;0.20;-0.07;-0.19;0.44;-0.01
7.52;0.14;0.20;-0.08;-0.19;0.44;-0.01
7.56;0.14;0.20;-0.09;-0.19;0.44;-0.01
7.60;0.14;0.20;-0.10;-0.19;0.44;-0.01
7.64;0.14;0.20;-0.11;-0.19;0.44;-0.01
7.68;0.14;0.20;-0.13;-0.19;0.44;-0.01
7.72;0.14;0.20;-0.13;-0.19;0.44;-0.01
7.76;0.14;0.20;-0.14;-0.19;0.44;-0.01
7.80;0.14;0.20;-0.14;-0.19;0.44;-0.01
7.84;0.14;0.20;-0.14;-0.19;0.44;-0.01
7.88;0.14;0.20;-0.14;-0.19;0.44;-0.01
7.92;0.14;0.20;-0.14;-0.19;0.44;-0.01
7.96;0.14;0.20;-0.14;-0.19;0.44;0.00
8.00;0.14;0.20;-0.14;-0.19;0.44;0.00
8.04;0.14;0.20;-0.14;-0.19;0.44;0.00
8.08;0.14;0.20;-0.14;-0.19;0.44;0.01
8.12;0.14;0.20;-0.14;-0.19;0.44;0.02
8.16;0.14;0.20;-0.14;-0.19;0.44;0.03
8.20;0.13;0.20;-0.14;-0.19;0.43;0.03
8.24;0.13;0.20;-0.15;-0.19;0.43;0.03
8.28;0.13;0.20;-0.15;-0.19;0.43;0.03
8.32;0.13;0.20;-0.15;-0.19;0.43;0.03
8.36;0.13;0.20;-0.15;-0.19;0.42;0.04
8.40;0.13;0.20;-0.15;-0.19;0.42;0.04
8.44;0.13;0.20;-0.15;-0.19;0.42;0.04
8.48;0.13;0.20;-0.15;-0.19;0.41;0.04
8.52;0.13;0.20;-0.15;-0.19;0.40;0.05
8.56;0.13;0.20;-0.15;-0.19;0.40;0.06
8.60;0.13;0.20;-0.15;-0.19;0.40;0.06
8.64;0.13;0.20;-0.15;-0.19;0.39;0.06
8.68;0.13;0.20;-0.15;-0.19;0.38;0.06
8.72;0.13;0.20;-0.15;-0.19;0.38;0.07
8.76;0.13;0.20;-0.15;-0.19;0.38;0.07
8.80;0.13;0.20;-0.15;-0.19;0.37;0.07
8.84;0.13;0.20;-0.15;-0.19;0.37;0.07
8.88;0.13;0.20;-0.15;-0.19;0.36;0.07
8.92;0.13;0.20;-0.15;-0.19;0.36;0.07
8.96;0.13;0.20;-0.15;-0.19;0.35;0.07
9.00;0.13;0.20;-0.15;-0.19;0.34;0.07
9.04;0.13;0.20;-0.15;-0.19;0.34;0.07
9.08;0.13;0.20;-0.15;-0.19;0.34;0.07
9.12;0.13;0.20;-0.15;-0.19;0.34;0.07
9.16;0.13;0.20;-0.15;-0.19;0.34;0.07
9.20;0.13;0.20;-0.15;-0.19;0.34;0.07
9.24;0.13;0.20;-0.15;-0.19;0.33;0.07
9.28;0.13;0.20;-0.15;-0.19;0.33;0.07
9.32;0.13;0.20;-0.15;-0.19;0.33;0.07
9.36;0.13;0.20;-0.14;-0.19;0.33;0.07
9.40;0.12;0.20;-0.14;-0.19;0.33;0.07
9.44;0.12;0.20;-0.14;-0.19;0.33;0.07
9.48;0.12;0.20;-0.14;-0.19;0.33;0.07
9.52;0.12;0.20;-0.14;-0.19;0.33;0.07
9.56;0.12;0.20;-0.14;-0.19;0.33;0.07
9.60;0.12;0.20;-0.14;-0.19;0.33;0.07
9.64;0.12;0.20;-0.14;-0.19;0.33;0.07
9.68;0.12;0.20;-0.14;-0.19;0.33;0.07
9.72;0.12;0.21;-0.14;-0.19;0.33;0.06
9.76;0.12;0.21;-0.14;-0.19;0.33;0.06
9.80;0.12;0.21;-0.14;-0.19;0.33;0.06
9.84;0.12;0.21;-0.14;-0.19;0.33;0.06
9.88;0.12;0.21;-0.14;-0.19;0.33;0.06
9.92;0.12;0.21;-0.14;-0.19;0.33;0.06
9.96;0.12;0.21;-0.14;-0.19;0.33;0.06
10.00;0.12;0.21;-0.14;-0.19;0.33;0.06
10.04;0.12;0.21;-0.14;-0.19;0.33;0.06
10.08;0.12;0.21;-0.14;-0.19;0.33;0.06
10.12;0.12;0.20;-0.14;-0.19;0.33;0.06
10.16;0.12;0.20;-0.14;-0.19;0.33;0.06
10.20;0.12;0.20;-0.14;-0.19;0.33;0.06
10.24;0.12;0.20;-0.14;-0.19;0.33;0.06
10.28;0.12;0.20;-0.14;-0.19;0.33;0.06
10.32;0.12;0.20;-0.14;-0.19;0.33;0.06
10.36;0.12;0.20;-0.14;-0.19;0.33;0.06
10.40;0.12;0.20;-0.13;-0.19;0.33;0.05
10.44;0.12;0.20;-0.13;-0.19;0.33;0.05
10.48;0.12;0.20;-0.13;-0.19;0.33;0.05
10.52;0.12;0.20;-0.12;-0.19;0.33;0.05
10.56;0.12;0.20;-0.12;-0.19;0.33;0.04
10.60;0.12;0.20;-0.12;-0.19;0.33;0.04
10.64;0.12;0.19;-0.12;-0.19;0.33;0.04
10.68;0.12;0.18;-0.12;-0.19;0.33;0.04
10.72;0.12;0.18;-0.12;-0.19;0.33;0.04
10.76;0.12;0.17;-0.12;-0.19;0.33;0.04
10.80;0.12;0.16;-0.11;-0.19;0.33;0.05
10.84;0.12;0.16;-0.11;-0.19;0.33;0.05
10.88;0.12;0.16;-0.11;-0.19;0.33;0.05
10.92;0.12;0.16;-0.11;-0.19;0.33;0.05
10.96;0.12;0.16;-0.11;-0.19;0.33;0.05
11.00;0.12;0.16;-0.11;-0.19;0.33;0.05
11.04;0.12;0.16;-0.11;-0.19;0.33;0.05
11.08;0.12;0.15;-0.11;-0.19;0.33;0.05
11.12;0.12;0.15;-0.11;-0.19;0.31;0.06
11.16;0.12;0.15;-0.11;-0.19;0.31;0.06
11.20;0.12;0.14;-0.13;-0.19;0.31;0.06
11.24;0.12;0.13;-0.15;-0.19;0.31;0.06
11.28;0.12;0.11;-0.18;-0.19;0.31;0.06
11.32;0.12;0.10;-0.21;-0.19;0.31;0.06
11.36;0.12;0.10;-0.22;-0.19;0.30;0.06
11.40;0.12;0.09;-0.23;-0.19;0.30;0.06
11.44;0.12;0.08;-0.25;-0.19;0.29;0.06
11.48;0.11;0.08;-0.26;-0.19;0.28;0.06
11.52;0.11;0.06;-0.26;-0.19;0.27;0.07
11.56;0.09;0.06;-0.27;-0.20;0.26;0.07
11.60;0.06;0.05;-0.27;-0.21;0.25;0.07
11.64;0.02;0.04;-0.27;-0.22;0.24;0.07
11.68;-0.02;0.03;-0.27;-0.22;0.22;0.07
11.72;-0.05;-0.00;-0.28;-0.23;0.21;0.07
11.76;-0.07;-0.04;-0.28;-0.24;0.21;0.07
11.80;-0.08;-0.04;-0.28;-0.24;0.20;0.07
11.84;-0.09;-0.05;-0.28;-0.25;0.19;0.07
11.88;-0.11;-0.05;-0.28;-0.26;0.18;0.07
11.92;-0.14;-0.05;-0.28;-0.27;0.17;0.07
11.96;-0.17;-0.05;-0.28;-0.28;0.14;0.07
12.00;-0.19;-0.05;-0.28;-0.31;0.13;0.07
12.04;-0.22;-0.05;-0.28;-0.34;0.12;0.07
12.08;-0.25;-0.06;-0.28;-0.38;0.12;0.07
12.12;-0.28;-0.06;-0.28;-0.41;0.12;0.07
12.16;-0.30;-0.06;-0.28;-0.43;0.12;0.07
12.20;-0.32;-0.06;-0.28;-0.44;0.12;0.07
12.24;-0.34;-0.06;-0.29;-0.44;0.12;0.07
12.28;-0.35;-0.06;-0.29;-0.44;0.12;0.07
12.32;-0.36;-0.06;-0.29;-0.44;0.12;0.07
12.36;-0.36;-0.06;-0.29;-0.44;0.12;0.07
12.40;-0.37;-0.06;-0.29;-0.44;0.12;0.07
12.44;-0.37;-0.07;-0.29;-0.44;0.12;0.07
12.48;-0.37;-0.07;-0.29;-0.44;0.12;0.07
12.52;-0.37;-0.07;-0.29;-0.45;0.12;0.07
12.56;-0.37;-0.07;-0.29;-0.45;0.12;0.07
12.60;-0.37;-0.07;-0.29;-0.46;0.12;0.07
12.64;-0.37;-0.08;-0.29;-0.47;0.12;0.07
12.68;-0.37;-0.08;-0.29;-0.47;0.12;0.07
12.72;-0.37;-0.08;-0.29;-0.47;0.12;0.07
12.76;-0.37;-0.08;-0.29;-0.47;0.12;0.07
12.80;-0.37;-0.09;-0.29;-0.48;0.12;0.07
12.84;-0.37;-0.09;-0.29;-0.48;0.12;0.07
12.88;-0.37;-0.09;-0.29;-0.48;0.12;0.07
12.92;-0.37;-0.09;-0.29;-0.48;0.12;0.07
12.96;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.00;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.04;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.08;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.12;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.16;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.20;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.24;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.28;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.32;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.36;-0.37;-0.10;-0.29;-0.48;0.12;0.07
13.40;-0.37;-0.10;-0.29;-0.47;0.12;0.07
13.44;-0.37;-0.10;-0.29;-0.47;0.12;0.07
13.48;-0.37;-0.10;-0.29;-0.47;0.12;0.07
13.52;-0.37;-0.10;-0.29;-0.47;0.12;0.07
13.56;-0.37;-0.10;-0.30;-0.47;0.12;0.07
13.60;-0.37;-0.10;-0.30;-0.46;0.12;0.07
13.64;-0.36;-0.10;-0.30;-0.46;0.12;0.08
13.68;-0.35;-0.10;-0.30;-0.46;0.12;0.08
13.72;-0.32;-0.10;-0.30;-0.46;0.12;0.08
13.76;-0.29;-0.10;-0.30;-0.45;0.12;0.08
13.80;-0.26;-0.10;-0.31;-0.45;0.12;0.08
13.84;-0.25;-0.10;-0.31;-0.41;0.12;0.08
13.88;-0.23;-0.10;-0.31;-0.37;0.12;0.08
13.92;-0.21;-0.09;-0.32;-0.35;0.12;0.08
13.96;-0.20;-0.09;-0.32;-0.32;0.12;0.08
14.00;-0.18;-0.09;-0.32;-0.28;0.12;0.08
14.04;-0.18;-0.09;-0.32;-0.25;0.12;0.08
14.08;-0.17;-0.09;-0.33;-0.22;0.12;0.08
14.12;-0.14;-0.09;-0.33;-0.20;0.12;0.08
14.16;-0.11;-0.09;-0.33;-0.19;0.12;0.08
14.20;-0.07;-0.05;-0.33;-0.17;0.12;0.08
14.24;-0.03;-0.01;-0.33;-0.17;0.12;0.08
14.28;0.03;0.00;-0.33;-0.17;0.12;0.08
14.32;0.07;0.02;-0.33;-0.17;0.12;0.09
14.36;0.10;0.05;-0.33;-0.17;0.12;0.09
14.40;0.11;0.06;-0.33;-0.17;0.12;0.09
14.44;0.12;0.07;-0.33;-0.17;0.12;0.09
14.48;0.12;0.09;-0.33;-0.17;0.12;0.09
14.52;0.13;0.11;-0.33;-0.17;0.12;0.09
14.56;0.13;0.16;-0.33;-0.17;0.12;0.09
14.60;0.13;0.18;-0.33;-0.17;0.12;0.09
14.64;0.13;0.19;-0.33;-0.19;0.12;0.09
14.68;0.13;0.19;-0.33;-0.19;0.12;0.09
14.72;0.14;0.20;-0.32;-0.19;0.12;0.09
14.76;0.14;0.22;-0.32;-0.19;0.12;0.09
14.80;0.14;0.23;-0.32;-0.19;0.12;0.09
14.84;0.14;0.23;-0.31;-0.19;0.12;0.09
14.88;0.14;0.23;-0.31;-0.19;0.12;0.09
14.92;0.14;0.23;-0.31;-0.19;0.12;0.09
14.96;0.14;0.23;-0.30;-0.19;0.12;0.09
15.00;0.14;0.23;-0.30;-0.19;0.12;0.09
15.04;0.14;0.23;-0.29;-0.19;0.12;0.09
15.08;0.15;0.23;-0.28;-0.19;0.12;0.09
15.12;0.15;0.23;-0.28;-0.19;0.12;0.09
15.16;0.15;0.23;-0.28;-0.19;0.12;0.09
15.20;0.15;0.23;-0.28;-0.19;0.12;0.09
15.24;0.15;0.23;-0.28;-0.19;0.12;0.09
15.28;0.15;0.24;-0.27;-0.19;0.12;0.09
15.32;0.15;0.24;-0.27;-0.19;0.12;0.10
15.36;0.15;0.24;-0.27;-0.19;0.12;0.10
15.40;0.16;0.24;-0.26;-0.19;0.12;0.10
15.44;0.16;0.24;-0.25;-0.19;0.12;0.10
15.48;0.16;0.24;-0.24;-0.19;0.12;0.10
15.52;0.16;0.24;-0.24;-0.19;0.13;0.09
15.56;0.16;0.24;-0.24;-0.19;0.15;0.09
15.60;0.16;0.24;-0.24;-0.19;0.16;0.09
15.64;0.17;0.24;-0.23;-0.19;0.17;0.09
15.68;0.17;0.24;-0.23;-0.19;0.17;0.09
15.72;0.17;0.24;-0.22;-0.19;0.18;0.09
15.76;0.18;0.24;-0.22;-0.19;0.18;0.09
15.80;0.18;0.24;-0.21;-0.19;0.18;0.09
15.84;0.19;0.24;-0.21;-0.19;0.18;0.09
15.88;0.19;0.24;-0.21;-0.19;0.19;0.09
15.92;0.20;0.24;-0.20;-0.19;0.20;0.09
15.96;0.20;0.23;-0.20;-0.19;0.21;0.09
16.00;0.20;0.23;-0.13;-0.19;0.21;0.09
16.04;0.21;0.23;-0.01;-0.19;0.21;0.09
16.08;0.21;0.23;0.08;-0.19;0.23;0.09
16.12;0.21;0.23;0.12;-0.19;0.24;0.09
16.16;0.21;0.23;0.13;-0.19;0.24;0.09
16.20;0.21;0.23;0.14;-0.19;0.24;0.09
16.24;0.21;0.23;0.14;-0.19;0.26;0.08
16.28;0.21;0.23;0.15;-0.19;0.27;0.08
16.32;0.21;0.23;0.15;-0.19;0.29;0.08
16.36;0.21;0.23;0.15;-0.19;0.30;0.08
16.40;0.21;0.23;0.15;-0.19;0.31;0.08
16.44;0.21;0.23;0.15;-0.19;0.31;0.08
16.48;0.21;0.23;0.15;-0.19;0.31;0.08
16.52;0.21;0.24;0.15;-0.19;0.31;0.08
16.56;0.21;0.24;0.15;-0.19;0.31;0.08
16.60;0.21;0.25;0.15;-0.19;0.31;0.08
16.64;0.21;0.25;0.15;-0.19;0.32;0.08
16.68;0.21;0.25;0.15;-0.19;0.33;0.08
16.72;0.21;0.26;0.15;-0.19;0.33;0.08
16.76;0.21;0.26;0.15;-0.19;0.34;0.08
16.80;0.21;0.26;0.15;-0.19;0.34;0.08
16.84;0.21;0.26;0.15;-0.19;0.34;0.08
16.88;0.21;0.27;0.15;-0.19;0.35;0.08
16.92;0.21;0.27;0.15;-0.19;0.35;0.08
16.96;0.21;0.27;0.15;-0.19;0.36;0.08
17.00;0.21;0.27;0.15;-0.19;0.36;0.08
17.04;0.21;0.27;0.15;-0.19;0.37;0.08
17.08;0.21;0.28;0.15;-0.19;0.37;0.08
17.12;0.21;0.28;0.15;-0.19;0.37;0.08
17.16;0.21;0.29;0.15;-0.19;0.37;0.08
17.20;0.21;0.29;0.15;-0.19;0.37;0.08
17.24;0.21;0.31;0.15;-0.19;0.37;0.08
17.28;0.21;0.32;0.15;-0.19;0.37;0.08
17.32;0.21;0.34;0.15;-0.19;0.37;0.08
17.36;0.21;0.35;0.15;-0.19;0.37;0.08
17.40;0.21;0.36;0.15;-0.19;0.37;0.08
17.44;0.21;0.36;0.15;-0.19;0.37;0.08
17.48;0.21;0.36;0.15;-0.19;0.37;0.08
17.52;0.21;0.36;0.15;-0.19;0.37;0.08
17.56;0.21;0.36;0.15;-0.19;0.37;0.08
17.60;0.21;0.36;0.15;-0.19;0.37;0.08
17.64;0.21;0.36;0.15;-0.19;0.37;0.08
17.68;0.21;0.36;0.15;-0.19;0.37;0.08
17.72;0.21;0.36;0.15;-0.19;0.37;0.08
17.76;0.21;0.36;0.15;-0.19;0.37;0.08
17.80;0.21;0.36;0.15;-0.19;0.37;0.08
17.84;0.21;0.36;0.15;-0.19;0.37;0.08
17.88;0.21;0.36;0.15;-0.19;0.37;0.08
17.92;0.21;0.36;0.15;-0.19;0.37;0.08
17.96;0.21;0.36;0.15;-0.19;0.37;0.08
18.00;0.21;0.36;0.15;-0.19;0.37;0.08
18.04;0.21;0.36;0.15;-0.19;0.37;0.08
18.08;0.21;0.36;0.15;-0.19;0.37;0.08
18.12;0.21;0.36;0.15;-0.19;0.37;0.08
18.16;0.21;0.36;0.12;-0.19;0.37;0.08
18.20;0.21;0.36;0.11;-0.19;0.37;0.08
18.24;0.21;0.36;0.09;-0.19;0.37;0.08
18.28;0.21;0.36;0.08;-0.19;0.37;0.08
18.32;0.21;0.36;0.05;-0.19;0.37;0.08
18.36;0.21;0.36;0.03;-0.19;0.37;0.08
18.40;0.21;0.36;0.01;-0.19;0.37;0.08
18.44;0.21;0.36;-0.01;-0.19;0.37;0.08
18.48;0.21;0.36;-0.01;-0.19;0.37;0.08
18.52;0.21;0.36;-0.03;-0.19;0.37;0.08
18.56;0.21;0.36;-0.03;-0.19;0.37;0.08
18.60;0.21;0.36;-0.03;-0.19;0.37;0.08
18.64;0.21;0.36;-0.04;-0.19;0.37;0.08
18.68;0.21;0.36;-0.05;-0.19;0.37;0.08
18.72;0.21;0.36;-0.06;-0.18;0.37;0.08
