time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.80;0.00;0.00;-0.03;0.02;0.07;0.01
1.84;0.00;0.00;-0.03;0.02;0.07;0.01
1.88;0.00;0.00;-0.03;0.02;0.08;0.01
1.92;0.00;0.00;-0.03;0.02;0.08;0.01
1.96;0.00;0.00;-0.03;0.02;0.08;0.01
2.00;0.00;0.00;-0.04;0.02;0.09;0.01
2.04;0.00;0.00;-0.04;0.02;0.09;0.01
2.08;0.00;0.00;-0.05;0.02;0.09;0.01
2.12;0.00;0.00;-0.05;0.02;0.10;0.01
2.16;0.00;0.00;-0.05;0.02;0.10;0.01
2.20;0.00;0.01;-0.06;0.02;0.11;0.01
2.24;0.00;0.01;-0.06;0.02;0.11;0.01
2.28;0.00;0.02;-0.06;0.02;0.12;0.01
2.32;0.01;0.04;-0.05;0.02;0.13;0.01
2.36;0.01;0.04;-0.01;0.02;0.13;0.01
2.40;0.01;0.04;-0.01;0.02;0.14;0.01
2.44;0.01;0.05;-0.01;0.02;0.14;0.01
2.48;0.02;0.06;-0.00;0.02;0.15;0.01
2.52;0.03;0.07;0.00;0.02;0.16;0.01
2.56;0.03;0.08;0.01;0.02;0.17;0.01
2.60;0.03;0.09;0.01;0.02;0.18;0.01
2.64;0.03;0.09;0.02;0.02;0.19;0.01
2.68;0.03;0.09;0.03;0.02;0.19;0.01
2.72;0.03;0.09;0.03;0.02;0.19;0.01
2.76;0.03;0.09;0.04;0.02;0.19;0.01
2.80;0.03;0.09;0.04;0.02;0.19;0.01
2.84;0.03;0.09;0.04;0.02;0.19;0.01
2.88;0.03;0.09;0.04;0.02;0.19;0.01
2.92;0.03;0.09;0.04;0.02;0.19;0.01
2.96;0.03;0.09;0.04;0.02;0.19;0.01
3.00;0.03;0.09;0.04;0.02;0.19;0.01
3.04;0.03;0.09;0.04;0.02;0.19;0.01
3.08;0.03;0.09;0.05;0.02;0.19;0.01
3.12;0.04;0.09;0.07;0.02;0.19;0.02
3.16;0.04;0.09;0.07;0.02;0.19;0.02
3.20;0.06;0.09;0.07;0.02;0.19;0.02
3.24;0.06;0.10;0.08;0.02;0.19;0.02
3.28;0.07;0.10;0.08;0.02;0.20;0.02
3.32;0.07;0.10;0.09;0.02;0.19;0.02
3.36;0.07;0.11;0.09;0.02;0.19;0.02
3.40;0.07;0.11;0.09;0.02;0.19;0.02
3.44;0.07;0.12;0.09;0.02;0.19;0.02
3.48;0.07;0.13;0.09;0.02;0.19;0.02
3.52;0.07;0.14;0.10;0.02;0.19;0.02
3.56;0.00;0.14;0.10;0.02;0.19;0.02
3.60;0.00;0.14;0.10;0.02;0.19;0.02
3.64;0.00;0.14;0.11;0.02;0.19;0.02
3.68;0.00;0.14;0.11;0.02;0.19;0.02
3.72;0.00;0.14;0.11;0.02;0.19;0.02
3.76;0.01;0.14;0.11;0.02;0.19;0.02
3.80;0.01;0.14;0.11;0.02;0.19;0.02
3.84;0.03;0.14;0.11;0.02;0.19;0.02
3.88;0.05;0.14;0.11;0.02;0.19;0.02
3.92;0.07;0.14;0.11;0.02;0.18;0.02
3.96;0.08;0.14;0.12;0.02;0.18;0.03
4.00;0.09;0.14;0.12;0.02;0.17;0.03
4.04;0.09;0.14;0.13;0.02;0.17;0.03
4.08;0.09;0.14;0.14;0.02;0.17;0.03
4.12;0.09;0.14;0.15;0.02;0.17;0.03
4.16;0.09;0.14;0.15;0.02;0.17;0.03
4.20;0.09;0.14;0.15;0.02;0.17;0.04
4.24;0.09;0.14;0.15;0.02;0.17;0.04
4.28;0.09;0.14;0.15;0.02;0.17;0.04
4.32;0.09;0.14;0.15;0.02;0.17;0.04
4.36;0.09;0.14;0.15;0.02;0.17;0.04
4.40;0.09;0.14;0.15;0.02;0.17;0.04
4.44;0.09;0.14;0.15;0.02;0.17;0.04
4.48;0.09;0.14;0.15;0.02;0.17;0.04
4.52;0.09;0.14;0.15;0.02;0.17;0.04
4.56;0.09;0.14;0.15;0.02;0.17;0.04
4.60;0.09;0.14;0.15;0.02;0.17;0.04
4.64;0.09;0.14;0.15;0.02;0.17;0.04
4.68;0.09;0.14;0.15;0.02;0.16;0.04
4.72;0.09;0.14;0.16;0.02;0.16;0.04
4.76;0.09;0.14;0.16;0.02;0.16;0.04
4.80;0.09;0.14;0.16;0.02;0.16;0.04
4.84;0.09;0.14;0.16;0.02;0.15;0.04
4.88;0.09;0.14;0.16;0.02;0.15;0.04
4.92;0.09;0.14;0.16;0.02;0.14;0.04
4.96;0.09;0.14;0.15;0.02;0.12;0.04
5.00;0.09;0.14;0.15;0.02;0.12;0.04
5.04;0.09;0.14;0.15;0.02;0.11;0.04
5.08;0.09;0.14;0.15;0.02;0.11;0.04
5.12;0.09;0.14;0.15;0.02;0.10;0.04
5.16;0.09;0.14;0.15;0.02;0.09;0.04
5.20;0.09;0.14;0.15;0.02;0.09;0.04
5.24;0.09;0.14;0.15;0.02;0.08;0.04
5.28;0.09;0.14;0.15;0.02;0.07;0.04
5.32;0.09;0.14;0.14;0.02;0.07;0.04
5.36;0.09;0.14;0.14;0.02;0.06;0.04
5.40;0.09;0.14;0.14;0.02;0.05;0.04
5.44;0.09;0.13;0.14;0.02;0.04;0.04
5.48;0.09;0.13;0.14;0.02;0.04;0.04
5.52;0.09;0.13;0.14;0.02;0.04;0.04
5.56;0.09;0.13;0.14;0.02;0.04;0.04
5.60;0.09;0.13;0.14;0.02;0.04;0.04
5.64;0.09;0.13;0.14;0.02;0.04;0.04
5.68;0.09;0.13;0.13;0.02;0.04;0.04
5.72;0.09;0.13;0.13;0.02;0.04;0.04
5.76;0.09;0.13;0.13;0.02;0.04;0.04
5.80;0.09;0.13;0.13;0.02;0.04;0.04
5.84;0.09;0.13;0.13;0.02;0.04;0.04
5.88;0.09;0.12;0.13;0.02;0.04;0.05
5.92;0.09;0.12;0.12;0.02;0.04;0.05
5.96;0.09;0.11;0.12;0.02;0.04;0.05
6.00;0.09;0.10;0.12;0.02;0.04;0.05
6.04;0.09;0.08;0.12;0.02;0.04;0.05
6.08;0.09;0.06;0.12;0.02;0.04;0.05
6.12;0.09;0.06;0.12;0.02;0.04;0.05
6.16;0.09;0.06;0.12;0.02;0.04;0.06
6.20;0.09;0.06;0.11;0.02;0.04;0.07
6.24;0.09;0.06;0.10;0.02;0.04;0.08
6.28;0.09;0.06;0.10;0.02;0.04;0.09
6.32;0.09;0.06;0.07;0.02;0.04;0.09
6.36;0.09;0.06;0.05;0.02;0.04;0.09
6.40;0.09;0.06;0.04;0.02;0.04;0.09
6.44;0.09;0.06;0.01;0.02;0.04;0.09
6.48;0.09;0.06;-0.01;0.02;0.04;0.09
6.52;0.09;0.06;-0.03;0.02;0.04;0.09
6.56;0.09;0.06;-0.04;0.02;0.04;0.09
6.60;0.09;0.07;-0.05;0.02;0.04;0.09
6.64;0.09;0.08;-0.06;0.02;0.04;0.09
6.68;0.09;0.09;-0.06;0.02;0.04;0.10
6.72;0.09;0.10;-0.07;0.02;0.04;0.10
6.76;0.09;0.11;-0.07;0.02;0.04;0.10
6.80;0.09;0.12;-0.07;0.02;0.04;0.10
6.84;0.09;0.13;-0.07;0.02;0.04;0.10
6.88;0.09;0.14;-0.08;0.02;0.04;0.10
6.92;0.09;0.15;-0.08;0.02;0.04;0.10
6.96;0.09;0.16;-0.08;0.02;0.05;0.10
7.00;0.09;0.16;-0.08;0.02;0.05;0.11
7.04;0.09;0.16;-0.07;0.02;0.05;0.11
7.08;0.09;0.16;-0.06;0.02;0.05;0.11
7.12;0.09;0.17;-0.03;0.02;0.05;0.11
7.16;0.09;0.18;-0.01;0.02;0.05;0.11
7.20;0.10;0.18;0.00;0.02;0.05;0.11
7.24;0.10;0.18;0.01;0.02;0.05;0.11
7.28;0.10;0.18;0.03;0.02;0.05;0.11
7.32;0.10;0.18;0.03;0.02;0.06;0.11
7.36;0.10;0.18;0.05;0.02;0.06;0.11
7.40;0.10;0.18;0.06;0.02;0.06;0.11
7.44;0.10;0.18;0.06;0.02;0.07;0.11
7.48;0.10;0.18;0.07;0.02;0.08;0.11
7.52;0.10;0.18;0.07;0.02;0.08;0.11
7.56;0.10;0.18;0.07;0.02;0.09;0.11
7.60;0.10;0.18;0.07;0.02;0.11;0.11
7.64;0.10;0.18;0.08;0.02;0.11;0.11
7.68;0.10;0.18;0.08;0.02;0.12;0.11
7.72;0.10;0.17;0.08;0.02;0.13;0.11
7.76;0.10;0.17;0.08;0.02;0.14;0.11
7.80;0.10;0.16;0.08;0.02;0.15;0.11
7.84;0.10;0.16;0.08;0.02;0.16;0.11
7.88;0.10;0.15;0.08;0.02;0.18;0.11
7.92;0.10;0.14;0.08;0.02;0.19;0.11
7.96;0.10;0.14;0.08;0.02;0.22;0.11
8.00;0.10;0.14;0.08;0.02;0.25;0.11
8.04;0.10;0.14;0.08;-0.01;0.26;0.11
8.08;0.10;0.14;0.08;-0.08;0.27;0.11
8.12;0.10;0.14;0.07;-0.12;0.29;0.11
8.16;0.10;0.14;0.07;-0.15;0.31;0.11
8.20;0.10;0.14;0.07;-0.16;0.31;0.11
8.24;0.10;0.14;0.07;-0.17;0.31;0.11
8.28;0.10;0.14;0.07;-0.17;0.32;0.11
8.32;0.10;0.14;0.07;-0.17;0.32;0.11
8.36;0.10;0.14;0.06;-0.17;0.32;0.11
8.40;0.10;0.14;0.05;-0.17;0.32;0.11
8.44;0.10;0.14;0.05;-0.17;0.32;0.11
8.48;0.10;0.14;0.04;-0.17;0.32;0.11
8.52;0.10;0.14;0.04;-0.17;0.32;0.11
8.56;0.10;0.14;0.03;-0.17;0.32;0.11
8.60;0.10;0.14;0.02;-0.17;0.32;0.11
8.64;0.10;0.14;0.01;-0.17;0.32;0.11
8.68;0.10;0.15;0.01;-0.17;0.32;0.11
8.72;0.10;0.16;0.01;-0.17;0.32;0.11
8.76;0.10;0.17;0.00;-0.17;0.32;0.11
8.80;0.10;0.18;-0.01;-0.17;0.32;0.11
8.84;0.10;0.18;-0.01;-0.17;0.32;0.11
8.88;0.10;0.19;-0.02;-0.17;0.32;0.11
8.92;0.10;0.20;-0.02;-0.17;0.32;0.11
8.96;0.10;0.21;-0.03;-0.17;0.32;0.11
9.00;0.10;0.21;-0.03;-0.17;0.32;0.11
9.04;0.10;0.21;-0.04;-0.17;0.32;0.12
9.08;0.10;0.21;-0.04;-0.17;0.32;0.12
9.12;0.10;0.21;-0.05;-0.17;0.32;0.12
9.16;0.10;0.22;-0.05;-0.17;0.32;0.12
9.20;0.10;0.23;-0.06;-0.17;0.32;0.12
9.24;0.10;0.23;-0.07;-0.17;0.32;0.12
9.28;0.10;0.24;-0.08;-0.17;0.32;0.12
9.32;0.10;0.24;-0.08;-0.17;0.32;0.12
9.36;0.10;0.24;-0.09;-0.17;0.32;0.12
9.40;0.10;0.24;-0.09;-0.17;0.32;0.12
9.44;0.10;0.24;-0.09;-0.18;0.32;0.12
9.48;0.10;0.24;-0.10;-0.18;0.32;0.12
9.52;0.10;0.24;-0.10;-0.18;0.32;0.12
9.56;0.10;0.24;-0.10;-0.18;0.32;0.12
9.60;0.10;0.24;-0.10;-0.18;0.32;0.12
9.64;0.10;0.24;-0.10;-0.18;0.32;0.12
9.68;0.10;0.24;-0.10;-0.18;0.32;0.12
9.72;0.10;0.24;-0.11;-0.18;0.32;0.12
9.76;0.10;0.24;-0.11;-0.18;0.32;0.12
9.80;0.10;0.24;-0.11;-0.18;0.32;0.12
9.84;0.10;0.24;-0.11;-0.18;0.32;0.12
9.88;0.10;0.24;-0.11;-0.18;0.32;0.12
9.92;0.10;0.24;-0.11;-0.18;0.32;0.12
9.96;0.10;0.24;-0.11;-0.18;0.32;0.12
10.00;0.07;0.24;-0.11;-0.18;0.32;0.12
10.04;0.01;0.24;-0.11;-0.18;0.32;0.12
10.08;-0.02;0.24;-0.11;-0.18;0.32;0.12
10.12;-0.04;0.24;-0.11;-0.18;0.32;0.12
10.16;-0.04;0.24;-0.11;-0.18;0.32;0.12
10.20;-0.06;0.24;-0.11;-0.18;0.32;0.12
10.24;-0.08;0.24;-0.11;-0.18;0.32;0.12
10.28;-0.09;0.24;-0.11;-0.18;0.32;0.12
10.32;-0.09;0.24;-0.11;-0.18;0.32;0.12
10.36;-0.10;0.23;-0.10;-0.18;0.32;0.12
10.40;-0.10;0.23;-0.10;-0.18;0.32;0.12
10.44;-0.11;0.23;-0.10;-0.18;0.32;0.12
10.48;-0.12;0.23;-0.10;-0.18;0.32;0.12
10.52;-0.12;0.23;-0.09;-0.18;0.32;0.12
10.56;-0.13;0.23;-0.07;-0.18;0.32;0.12
10.60;-0.13;0.22;-0.04;-0.18;0.32;0.12
10.64;-0.13;0.22;-0.03;-0.18;0.32;0.12
10.68;-0.13;0.22;-0.02;-0.19;0.32;0.12
10.72;-0.13;0.22;-0.01;-0.19;0.32;0.12
10.76;-0.13;0.21;-0.01;-0.20;0.32;0.12
10.80;-0.13;0.21;-0.01;-0.20;0.32;0.12
10.84;-0.13;0.20;0.01;-0.21;0.32;0.12
10.88;-0.12;0.19;0.02;-0.22;0.32;0.12
10.92;-0.10;0.18;0.06;-0.22;0.32;0.12
10.96;-0.02;0.18;0.06;-0.23;0.32;0.12
11.00;0.06;0.18;0.07;-0.23;0.32;0.12
11.04;0.11;0.18;0.08;-0.24;0.32;0.12
11.08;0.11;0.17;0.08;-0.24;0.32;0.12
11.12;0.11;0.17;0.10;-0.24;0.32;0.12
11.16;0.11;0.17;0.10;-0.25;0.32;0.12
11.20;0.12;0.17;0.10;-0.25;0.32;0.12
11.24;0.12;0.17;0.10;-0.25;0.32;0.12
11.28;0.13;0.17;0.11;-0.25;0.32;0.12
11.32;0.14;0.17;0.11;-0.25;0.32;0.12
11.36;0.16;0.17;0.11;-0.25;0.32;0.12
11.40;0.17;0.17;0.11;-0.25;0.32;0.12
11.44;0.18;0.17;0.11;-0.25;0.32;0.12
11.48;0.18;0.17;0.11;-0.25;0.32;0.12
11.52;0.18;0.17;0.11;-0.25;0.32;0.12
11.56;0.18;0.17;0.11;-0.25;0.32;0.12
11.60;0.18;0.18;0.11;-0.25;0.32;0.12
11.64;0.18;0.18;0.11;-0.25;0.32;0.12
11.68;0.18;0.18;0.11;-0.25;0.32;0.12
11.72;0.18;0.18;0.11;-0.25;0.32;0.12
11.76;0.18;0.18;0.11;-0.25;0.32;0.12
11.80;0.18;0.18;0.11;-0.25;0.32;0.12
11.84;0.18;0.20;0.11;-0.25;0.32;0.12
11.88;0.18;0.21;0.11;-0.25;0.32;0.12
11.92;0.19;0.21;0.11;-0.25;0.32;0.12
11.96;0.19;0.22;0.11;-0.25;0.32;0.12
12.00;0.19;0.22;0.11;-0.25;0.32;0.12
12.04;0.19;0.23;0.11;-0.25;0.32;0.12
12.08;0.19;0.23;0.11;-0.25;0.32;0.12
12.12;0.19;0.23;0.11;-0.25;0.32;0.12
12.16;0.19;0.24;0.11;-0.25;0.32;0.12
12.20;0.19;0.24;0.11;-0.25;0.32;0.12
12.24;0.19;0.24;0.10;-0.25;0.32;0.12
12.28;0.19;0.24;0.10;-0.24;0.32;0.12
12.32;0.19;0.24;0.10;-0.22;0.32;0.12
12.36;0.19;0.24;0.10;-0.21;0.32;0.12
12.40;0.19;0.24;0.10;-0.20;0.32;0.12
12.44;0.19;0.24;0.10;-0.20;0.32;0.12
12.48;0.19;0.24;0.10;-0.20;0.32;0.12
12.52;0.19;0.24;0.10;-0.18;0.32;0.12
12.56;0.19;0.25;0.10;-0.18;0.32;0.12
12.60;0.19;0.25;0.10;-0.18;0.32;0.12
12.64;0.19;0.25;0.10;-0.18;0.32;0.12
12.68;0.16;0.25;0.10;-0.18;0.32;0.12
12.72;0.11;0.25;0.10;-0.18;0.32;0.12
12.76;0.09;0.25;0.10;-0.18;0.32;0.12
12.80;0.08;0.25;0.10;-0.18;0.32;0.12
12.84;0.07;0.25;0.10;-0.18;0.32;0.12
12.88;0.03;0.25;0.10;-0.18;0.32;0.13
12.92;-0.01;0.25;0.10;-0.18;0.32;0.13
12.96;-0.03;0.25;0.10;-0.18;0.32;0.13
13.00;-0.03;0.25;0.10;-0.18;0.32;0.13
13.04;-0.04;0.25;0.10;-0.18;0.31;0.13
13.08;-0.06;0.25;0.10;-0.18;0.31;0.13
13.12;-0.08;0.25;0.10;-0.18;0.31;0.13
13.16;-0.10;0.25;0.10;-0.18;0.31;0.14
13.20;-0.11;0.25;0.11;-0.18;0.31;0.14
13.24;-0.13;0.25;0.12;-0.18;0.30;0.14
13.28;-0.15;0.25;0.12;-0.18;0.30;0.14
13.32;-0.15;0.25;0.12;-0.18;0.30;0.14
13.36;-0.16;0.25;0.12;-0.18;0.29;0.14
13.40;-0.17;0.25;0.12;-0.18;0.28;0.14
13.44;-0.18;0.25;0.12;-0.18;0.28;0.14
13.48;-0.20;0.25;0.12;-0.18;0.27;0.14
13.52;-0.20;0.25;0.12;-0.18;0.27;0.14
13.56;-0.20;0.25;0.11;-0.18;0.27;0.14
13.60;-0.20;0.25;0.11;-0.18;0.27;0.14
13.64;-0.21;0.25;0.11;-0.18;0.27;0.14
13.68;-0.21;0.25;0.11;-0.18;0.27;0.14
13.72;-0.21;0.25;0.11;-0.18;0.27;0.14
13.76;-0.21;0.25;0.11;-0.18;0.27;0.14
13.80;-0.21;0.25;0.11;-0.18;0.27;0.14
13.84;-0.21;0.25;0.11;-0.18;0.27;0.14
13.88;-0.21;0.25;0.11;-0.18;0.27;0.14
13.92;-0.21;0.25;0.11;-0.18;0.27;0.14
13.96;-0.22;0.25;0.11;-0.18;0.27;0.14
14.00;-0.24;0.24;0.11;-0.18;0.27;0.14
14.04;-0.26;0.23;0.11;-0.18;0.27;0.14
14.08;-0.29;0.23;0.11;-0.18;0.27;0.14
14.12;-0.32;0.23;0.10;-0.18;0.27;0.14
14.16;-0.35;0.22;0.10;-0.18;0.27;0.14
14.20;-0.36;0.21;0.10;-0.18;0.27;0.14
14.24;-0.36;0.20;0.10;-0.18;0.27;0.14
14.28;-0.36;0.20;0.10;-0.18;0.27;0.14
14.32;-0.36;0.19;0.10;-0.18;0.27;0.14
14.36;-0.36;0.19;0.10;-0.18;0.27;0.14
14.40;-0.36;0.18;0.10;-0.18;0.27;0.14
14.44;-0.36;0.17;0.10;-0.18;0.27;0.14
14.48;-0.36;0.16;0.10;-0.18;0.27;0.14
14.52;-0.36;0.15;0.10;-0.18;0.27;0.14
14.56;-0.36;0.14;0.10;-0.18;0.27;0.14
14.60;-0.36;0.12;0.10;-0.18;0.27;0.14
14.64;-0.36;0.11;0.09;-0.18;0.27;0.14
14.68;-0.36;0.10;0.09;-0.18;0.27;0.14
14.72;-0.36;0.07;0.09;-0.18;0.27;0.14
14.76;-0.36;0.05;0.09;-0.18;0.27;0.14
14.80;-0.36;0.04;0.08;-0.18;0.27;0.14
14.84;-0.36;0.04;0.08;-0.19;0.27;0.14
14.88;-0.36;0.04;0.08;-0.20;0.27;0.14
14.92;-0.36;0.04;0.08;-0.24;0.27;0.14
14.96;-0.36;0.04;0.08;-0.32;0.27;0.14
15.00;-0.36;0.04;0.08;-0.37;0.27;0.14
15.04;-0.36;0.04;0.08;-0.38;0.27;0.14
15.08;-0.36;0.04;0.07;-0.38;0.27;0.14
15.12;-0.36;0.04;0.07;-0.38;0.27;0.14
15.16;-0.36;0.04;0.07;-0.39;0.27;0.14
15.20;-0.36;0.04;0.07;-0.40;0.27;0.14
15.24;-0.36;0.04;0.04;-0.43;0.27;0.14
15.28;-0.36;0.04;0.03;-0.44;0.27;0.14
15.32;-0.36;0.04;0.02;-0.44;0.27;0.14
15.36;-0.36;0.04;0.01;-0.45;0.27;0.14
15.40;-0.36;0.04;0.00;-0.45;0.27;0.14
15.44;-0.36;0.04;-0.01;-0.46;0.27;0.14
15.48;-0.36;0.04;-0.02;-0.47;0.27;0.14
15.52;-0.36;0.04;-0.03;-0.47;0.27;0.14
15.56;-0.36;0.04;-0.03;-0.48;0.27;0.14
15.60;-0.36;0.04;-0.04;-0.48;0.27;0.14
15.64;-0.36;0.04;-0.05;-0.48;0.27;0.14
15.68;-0.36;0.04;-0.06;-0.48;0.27;0.14
15.72;-0.36;0.04;-0.07;-0.48;0.27;0.14
15.76;-0.36;0.04;-0.08;-0.48;0.27;0.14
15.80;-0.36;0.04;-0.08;-0.48;0.27;0.14
15.84;-0.36;0.04;-0.09;-0.48;0.27;0.14
15.88;-0.36;0.04;-0.10;-0.48;0.27;0.14
15.92;-0.36;0.04;-0.10;-0.48;0.27;0.14
15.96;-0.36;0.04;-0.11;-0.48;0.27;0.14
16.00;-0.36;0.04;-0.11;-0.48;0.27;0.14
16.04;-0.36;0.04;-0.11;-0.48;0.27;0.14
16.08;-0.36;0.04;-0.11;-0.48;0.27;0.14
16.12;-0.36;0.04;-0.12;-0.48;0.27;0.14
16.16;-0.36;0.04;-0.13;-0.48;0.27;0.14
16.20;-0.36;0.04;-0.13;-0.48;0.27;0.14
16.24;-0.36;0.04;-0.14;-0.48;0.27;0.14
16.28;-0.36;0.04;-0.14;-0.48;0.27;0.14
16.32;-0.36;0.04;-0.14;-0.48;0.27;0.14
16.36;-0.36;0.04;-0.14;-0.48;0.27;0.14
16.40;-0.36;0.04;-0.15;-0.48;0.27;0.14
16.44;-0.36;0.04;-0.15;-0.48;0.27;0.14
16.48;-0.36;0.04;-0.15;-0.48;0.27;0.14
16.52;-0.36;0.04;-0.16;-0.48;0.27;0.14
16.56;-0.36;0.04;-0.17;-0.48;0.27;0.14
16.60;-0.36;0.04;-0.17;-0.48;0.27;0.14
16.64;-0.36;0.04;-0.17;-0.48;0.27;0.14
16.68;-0.36;0.04;-0.18;-0.48;0.27;0.14
16.72;-0.36;0.04;-0.18;-0.48;0.27;0.14
16.76;-0.36;0.04;-0.18;-0.48;0.27;0.14
16.80;-0.36;0.04;-0.18;-0.48;0.27;0.14
16.84;-0.36;0.04;-0.18;-0.48;0.27;0.14
16.88;-0.36;0.04;-0.18;-0.48;0.27;0.14
16.92;-0.36;0.04;-0.19;-0.48;0.27;0.14
16.96;-0.36;0.04;-0.19;-0.48;0.27;0.14
17.00;-0.36;0.04;-0.19;-0.48;0.27;0.14
17.04;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.08;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.12;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.16;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.20;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.24;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.28;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.32;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.36;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.40;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.44;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.48;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.52;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.56;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.60;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.64;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.68;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.72;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.76;-0.36;0.04;-0.19;-0.48;0.26;0.14
17.80;-0.36;0.04;-0.19;-0.49;0.26;0.14
17.84;-0.36;0.04;-0.19;-0.49;0.26;0.14
17.88;-0.36;0.04;-0.19;-0.49;0.26;0.14
17.92;-0.36;0.04;-0.19;-0.49;0.26;0.14
17.96;-0.36;0.04;-0.19;-0.51;0.26;0.14
18.00;-0.36;0.04;-0.19;-0.53;0.26;0.14
18.04;-0.36;0.04;-0.19;-0.56;0.26;0.14
18.08;-0.36;0.04;-0.18;-0.58;0.26;0.14
18.12;-0.36;0.04;-0.18;-0.59;0.26;0.14
18.16;-0.36;0.04;-0.18;-0.59;0.26;0.14
18.20;-0.36;0.04;-0.22;-0.59;0.25;0.14
18.24;-0.36;0.04;-0.26;-0.59;0.25;0.13
18.28;-0.36;0.04;-0.27;-0.59;0.25;0.13
18.32;-0.36;0.04;-0.29;-0.59;0.25;0.13
18.36;-0.36;0.04;-0.29;-0.59;0.25;0.13
18.40;-0.36;0.04;-0.30;-0.59;0.25;0.13
18.44;-0.36;0.04;-0.30;-0.59;0.24;0.13
18.48;-0.36;0.04;-0.30;-0.59;0.24;0.12
18.52;-0.36;0.04;-0.30;-0.59;0.24;0.12
18.56;-0.36;0.04;-0.30;-0.59;0.24;0.11
18.60;-0.36;0.04;-0.30;-0.59;0.24;0.11
18.64;-0.36;0.05;-0.30;-0.59;0.24;0.11
18.68;-0.36;0.07;-0.31;-0.59;0.24;0.11
18.72;-0.36;0.08;-0.31;-0.59;0.24;0.11
18.76;-0.36;0.09;-0.32;-0.58;0.24;0.11
18.80;-0.36;0.11;-0.33;-0.57;0.24;0.11
18.84;-0.36;0.11;-0.33;-0.55;0.24;0.11
18.88;-0.36;0.12;-0.34;-0.52;0.24;0.11
18.92;-0.36;0.12;-0.34;-0.48;0.24;0.11
